claim_id,vehicle_id,claim_date,claim_amount,claim_status,component
W33923,V15152,2022-06-15,11184,Rejected,Suspension
W33924,V12619,2022-01-13,1514,Approved,Brake Pad
W33925,V17673,2022-11-14,9084,Rejected,Battery
W33926,V18785,2023-08-17,10860,Approved,Brake Pad
W33927,V14111,2024-02-07,7483,Rejected,Battery
W33928,V14441,2022-08-16,12891,Rejected,Battery
W33929,V12211,2024-06-17,1759,Approved,AC
W33930,V19744,2023-07-03,12141,Rejected,Brake Pad
W33931,V13248,2022-12-02,4678,Approved,Engine
W33932,V18556,2022-08-21,10069,Approved,Engine
W33933,V17427,2023-12-12,9968,Rejected,Engine
W33934,V17846,2023-07-31,4806,Approved,Battery
W33935,V17006,2022-01-11,12790,Approved,Battery
W33936,V11855,2024-02-24,11025,Rejected,AC
W33937,V11284,2023-03-12,11975,Approved,Suspension
W33938,V14800,2024-02-09,12137,Approved,Suspension
W33939,V11633,2022-09-30,5451,Approved,Suspension
W33940,V15390,2022-03-08,4632,Approved,AC
W33941,V17455,2023-11-19,4321,Rejected,Engine
W33942,V19731,2024-04-10,3821,Approved,Suspension
W33943,V10151,2023-09-12,5215,Rejected,Transmission
W33944,V12906,2023-01-18,9316,Rejected,Battery
W33945,V16299,2023-08-17,11362,Approved,Engine
W33946,V18227,2023-10-17,13250,Approved,AC
W33947,V15421,2023-02-16,8432,Rejected,Battery
W33948,V18713,2024-08-12,6214,Approved,Engine
W33949,V15369,2023-01-09,8492,Approved,AC
W33950,V12174,2023-10-10,11464,Approved,Engine
W33951,V13060,2022-04-27,4117,Approved,Suspension
W33952,V17060,2024-08-26,10461,Approved,AC
W33953,V13280,2024-01-06,2715,Approved,AC
W33954,V15569,2022-09-02,4173,Rejected,Battery
W33955,V13019,2022-08-02,3390,Rejected,AC
W33956,V15229,2022-05-15,1726,Rejected,Transmission
W33957,V19213,2023-01-25,9275,Approved,Transmission
W33958,V17577,2024-08-14,9107,Rejected,AC
W33959,V12915,2023-01-15,13480,Approved,Battery
W33960,V14207,2022-11-16,13968,Rejected,Suspension
W33961,V13175,2023-12-23,11562,Approved,Engine
W33962,V19067,2023-12-22,2273,Rejected,AC
W33963,V12273,2023-10-26,14632,Approved,Engine
W33964,V13793,2024-05-31,4590,Rejected,Transmission
W33965,V17530,2022-03-16,8722,Approved,Transmission
W33966,V19707,2023-06-07,11955,Approved,AC
W33967,V18210,2022-12-29,4457,Approved,Transmission
W33968,V14058,2022-05-10,13569,Rejected,AC
W33969,V13257,2022-07-08,9558,Rejected,Suspension
W33970,V14674,2024-09-19,12240,Rejected,Battery
W33971,V19756,2022-10-05,12926,Approved,Transmission
W33972,V13564,2023-04-28,11287,Rejected,Brake Pad
W33973,V19822,2024-01-31,7945,Approved,Suspension
W33974,V13284,2023-01-25,12537,Rejected,Transmission
W33975,V19039,2024-05-04,14916,Approved,Brake Pad
W33976,V14805,2023-07-03,4512,Approved,AC
W33977,V14432,2023-07-02,1631,Rejected,Battery
W33978,V17866,2024-04-15,8794,Approved,Suspension
W33979,V14748,2022-08-11,10319,Approved,Transmission
W33980,V13430,2024-07-28,12883,Approved,Battery
W33981,V18179,2024-06-30,8537,Approved,Transmission
W33982,V12136,2023-01-03,14543,Approved,AC
W33983,V15511,2024-02-16,14049,Approved,Battery
W33984,V14527,2022-06-25,4496,Approved,AC
W33985,V17548,2024-06-16,13269,Approved,Battery
W33986,V11956,2023-01-01,1352,Approved,Suspension
W33987,V10439,2022-06-07,6793,Rejected,Suspension
W33988,V14386,2023-01-21,5336,Rejected,AC
W33989,V12180,2024-05-12,10144,Rejected,Transmission
W33990,V13570,2024-01-04,4979,Rejected,Suspension
W33991,V14385,2023-09-13,12268,Approved,Suspension
W33992,V18798,2022-08-06,14678,Approved,Transmission
W33993,V11247,2022-11-04,11724,Approved,Transmission
W33994,V15013,2022-05-02,9030,Rejected,Suspension
W33995,V15368,2022-06-23,1464,Approved,AC
W33996,V13177,2022-11-04,2521,Approved,Suspension
W33997,V14114,2023-01-14,1138,Rejected,Battery
W33998,V14830,2023-10-02,7761,Approved,Brake Pad
W33999,V13553,2024-02-13,13924,Approved,AC
W34000,V16291,2023-03-30,4423,Approved,AC
W34001,V14370,2023-06-16,4822,Approved,AC
W34002,V15908,2023-05-31,11121,Rejected,Engine
W34003,V17268,2022-03-04,4964,Approved,Suspension
W34004,V19661,2022-11-06,13836,Rejected,Suspension
W34005,V14640,2023-09-06,13017,Approved,AC
W34006,V13774,2022-04-19,13252,Approved,Engine
W34007,V18054,2024-05-01,2806,Approved,Brake Pad
W34008,V13725,2024-05-12,3137,Rejected,AC
W34009,V16814,2024-02-25,1678,Approved,AC
W34010,V11739,2023-03-15,3229,Approved,Battery
W34011,V10849,2023-04-08,8792,Approved,Battery
W34012,V13978,2024-07-25,2762,Approved,Engine
W34013,V19494,2022-07-13,11591,Rejected,Transmission
W34014,V12776,2023-11-12,10403,Approved,Transmission
W34015,V17513,2023-09-13,8379,Approved,Engine
W34016,V17635,2024-08-21,12675,Approved,AC
W34017,V16293,2023-12-09,13177,Rejected,Suspension
W34018,V15942,2022-03-01,3657,Approved,Brake Pad
W34019,V14093,2022-12-25,6717,Rejected,Transmission
W34020,V13169,2024-04-22,10405,Approved,Engine
W34021,V15298,2022-10-31,13672,Rejected,Suspension
W34022,V17919,2023-09-16,12779,Approved,AC
W34023,V14720,2023-10-07,6572,Approved,Battery
W34024,V17372,2022-11-30,10731,Rejected,Engine
W34025,V15667,2022-02-21,7589,Approved,Engine
W34026,V12346,2023-04-09,6985,Approved,Brake Pad
W34027,V14798,2022-10-13,2651,Approved,Brake Pad
W34028,V12063,2022-04-10,14992,Rejected,Engine
W34029,V11342,2022-01-06,14225,Rejected,Suspension
W34030,V11322,2024-08-04,1029,Rejected,Battery
W34031,V12676,2024-04-24,5517,Rejected,Engine
W34032,V13133,2022-03-01,2054,Rejected,Transmission
W34033,V19775,2023-07-15,6732,Approved,AC
W34034,V15959,2023-10-10,9665,Approved,AC
W34035,V19916,2022-10-17,1364,Approved,Battery
W34036,V16033,2023-07-21,10294,Approved,AC
W34037,V16743,2023-08-08,13211,Rejected,Battery
W34038,V18115,2023-07-06,2259,Approved,Brake Pad
W34039,V15011,2024-05-13,11324,Approved,Transmission
W34040,V10539,2022-04-17,10339,Approved,Engine
W34041,V18805,2023-05-02,12554,Approved,AC
W34042,V10954,2024-08-29,4489,Approved,Brake Pad
W34043,V17419,2022-03-30,4063,Approved,Transmission
W34044,V11275,2022-01-07,5636,Rejected,AC
W34045,V17988,2024-08-19,5175,Approved,AC
W34046,V16696,2022-04-27,9415,Approved,Engine
W34047,V15205,2023-03-21,2459,Rejected,Engine
W34048,V12062,2023-12-23,6112,Approved,Battery
W34049,V10626,2022-04-15,3975,Approved,Engine
W34050,V10168,2022-05-17,8433,Rejected,Transmission
W34051,V11562,2023-06-07,13479,Rejected,Suspension
W34052,V13780,2022-04-16,8116,Rejected,AC
W34053,V10319,2022-03-18,11820,Approved,Brake Pad
W34054,V19245,2023-07-11,4176,Approved,AC
W34055,V19078,2022-05-24,7392,Approved,AC
W34056,V14065,2023-02-26,11470,Rejected,AC
W34057,V14819,2022-08-13,3700,Rejected,Brake Pad
W34058,V17863,2023-07-22,1738,Approved,Engine
W34059,V12403,2023-09-12,8408,Rejected,Suspension
W34060,V15467,2023-05-01,3558,Approved,Battery
W34061,V13207,2024-05-15,1714,Approved,Engine
W34062,V10346,2024-09-15,3350,Approved,Transmission
W34063,V17382,2024-06-15,4121,Approved,AC
W34064,V17089,2023-03-07,2381,Approved,Suspension
W34065,V17016,2023-04-30,2833,Approved,Suspension
W34066,V15099,2024-09-16,7645,Approved,Brake Pad
W34067,V17625,2023-06-02,4700,Approved,AC
W34068,V19658,2022-05-19,13285,Approved,Suspension
W34069,V17480,2024-04-17,5319,Rejected,Brake Pad
W34070,V17852,2022-09-14,11379,Rejected,Suspension
W34071,V13164,2024-03-12,12373,Approved,Engine
W34072,V15224,2022-01-11,1462,Approved,AC
W34073,V16745,2023-12-09,5524,Approved,Suspension
W34074,V16242,2024-07-28,4411,Rejected,Brake Pad
W34075,V10301,2023-06-20,14744,Rejected,Suspension
W34076,V13310,2024-08-08,1696,Approved,Suspension
W34077,V19326,2022-07-26,13204,Approved,AC
W34078,V10364,2023-11-19,2823,Approved,Transmission
W34079,V11496,2024-02-10,7775,Rejected,Suspension
W34080,V16807,2023-09-25,2134,Rejected,Suspension
W34081,V11868,2023-11-28,2355,Approved,Battery
W34082,V14335,2022-09-24,3901,Rejected,Suspension
W34083,V11349,2024-04-07,4151,Approved,Battery
W34084,V17588,2023-04-30,1552,Approved,Suspension
W34085,V15178,2022-07-14,3894,Approved,Battery
W34086,V12936,2024-02-12,3385,Approved,Suspension
W34087,V11703,2022-05-09,11183,Approved,AC
W34088,V13138,2022-09-20,12125,Approved,Transmission
W34089,V14557,2024-07-21,8649,Approved,Battery
W34090,V11280,2023-07-27,1785,Rejected,Transmission
W34091,V10873,2023-07-07,10814,Rejected,Battery
W34092,V18268,2022-03-14,7343,Approved,Battery
W34093,V10484,2022-09-07,7611,Approved,Suspension
W34094,V15793,2023-07-31,9554,Rejected,Brake Pad
W34095,V12770,2022-01-22,13601,Approved,AC
W34096,V15326,2023-10-04,7849,Approved,Transmission
W34097,V15304,2022-06-01,6285,Approved,Suspension
W34098,V10005,2024-09-01,3995,Approved,AC
W34099,V10063,2024-05-11,4128,Rejected,Suspension
W34100,V19919,2022-03-29,10810,Approved,Brake Pad
W34101,V14137,2022-07-31,12237,Approved,Suspension
W34102,V19431,2023-01-09,4769,Rejected,Engine
W34103,V18159,2024-07-06,8988,Rejected,Battery
W34104,V12775,2022-02-11,11017,Approved,Transmission
W34105,V18029,2023-04-25,4892,Approved,Brake Pad
W34106,V11065,2022-06-26,4998,Approved,Brake Pad
W34107,V18748,2022-10-21,9063,Approved,Battery
W34108,V19902,2024-01-16,3548,Approved,Transmission
W34109,V16023,2024-07-11,5331,Rejected,Suspension
W34110,V15004,2023-02-16,1935,Approved,Brake Pad
W34111,V19480,2022-12-12,6217,Approved,Suspension
W34112,V10214,2023-05-24,4881,Approved,Brake Pad
W34113,V14370,2023-11-21,12003,Approved,Battery
W34114,V14879,2024-08-04,4054,Approved,Suspension
W34115,V17634,2022-10-18,5833,Approved,AC
W34116,V16312,2024-09-04,5993,Approved,AC
W34117,V11692,2024-03-10,12442,Approved,Battery
W34118,V16867,2024-05-20,14876,Approved,Transmission
W34119,V14437,2022-12-27,13029,Rejected,AC
W34120,V19505,2023-03-24,12128,Rejected,Engine
W34121,V17671,2023-05-01,11103,Approved,AC
W34122,V12975,2024-06-11,2387,Approved,Transmission
W34123,V15022,2022-02-22,2628,Rejected,Brake Pad
W34124,V16498,2023-01-15,1869,Rejected,Engine
W34125,V13667,2024-01-15,11744,Approved,Suspension
W34126,V18271,2023-12-08,5267,Rejected,AC
W34127,V19779,2022-10-29,12992,Approved,Transmission
W34128,V11007,2022-04-01,11856,Approved,Suspension
W34129,V19791,2024-01-31,5225,Approved,Battery
W34130,V16736,2022-08-07,3256,Rejected,Battery
W34131,V13928,2023-08-10,13275,Approved,Brake Pad
W34132,V17954,2023-01-23,4136,Rejected,Engine
W34133,V11664,2024-08-19,8246,Rejected,AC
W34134,V13961,2022-12-31,8690,Approved,Suspension
W34135,V17190,2022-05-10,6593,Rejected,Brake Pad
W34136,V18509,2022-07-26,3846,Rejected,Transmission
W34137,V10961,2024-09-08,14147,Approved,Battery
W34138,V11050,2023-09-06,14457,Rejected,Transmission
W34139,V17370,2023-09-10,11353,Approved,Suspension
W34140,V19027,2024-03-14,14407,Approved,Transmission
W34141,V18577,2023-09-11,6268,Rejected,Transmission
W34142,V16621,2023-12-16,9217,Approved,Battery
W34143,V10593,2024-04-16,6408,Approved,Battery
W34144,V14157,2023-03-21,1002,Approved,Suspension
W34145,V11371,2023-02-08,1690,Approved,Transmission
W34146,V19983,2023-09-11,1933,Approved,Transmission
W34147,V10668,2023-10-07,13566,Approved,Battery
W34148,V18155,2023-10-01,2043,Approved,AC
W34149,V16837,2023-10-04,1235,Rejected,Brake Pad
W34150,V16793,2023-04-26,8796,Approved,Battery
W34151,V10842,2023-05-19,3670,Rejected,Brake Pad
W34152,V10070,2024-03-25,4510,Rejected,Engine
W34153,V16391,2022-01-27,10211,Approved,AC
W34154,V10985,2024-05-03,4060,Approved,AC
W34155,V15567,2022-10-07,1331,Approved,AC
W34156,V19241,2024-03-11,9102,Approved,Brake Pad
W34157,V13852,2022-12-09,1708,Rejected,AC
W34158,V16023,2024-08-02,8697,Rejected,AC
W34159,V12218,2022-06-22,14719,Rejected,AC
W34160,V16329,2024-04-01,6904,Rejected,Battery
W34161,V14871,2024-03-01,14250,Approved,Engine
W34162,V16382,2024-02-09,12613,Approved,Transmission
W34163,V18889,2024-01-09,1343,Approved,AC
W34164,V10374,2024-09-10,5946,Approved,Battery
W34165,V18804,2023-07-20,5543,Approved,Suspension
W34166,V10669,2023-11-27,2409,Approved,Engine
W34167,V18862,2024-09-27,2806,Rejected,AC
W34168,V17053,2024-07-06,6969,Rejected,Battery
W34169,V10813,2024-02-08,4059,Rejected,Brake Pad
W34170,V10374,2024-09-22,11943,Approved,Suspension
W34171,V11176,2023-08-26,7946,Approved,AC
W34172,V14071,2022-10-14,8557,Rejected,Battery
W34173,V17680,2023-08-30,7028,Approved,Battery
W34174,V12350,2023-12-03,1601,Approved,Brake Pad
W34175,V18066,2022-04-23,7100,Rejected,Engine
W34176,V17604,2023-05-25,8295,Rejected,Suspension
W34177,V13542,2022-12-03,4376,Rejected,Transmission
W34178,V10257,2022-10-10,10892,Approved,Battery
W34179,V14027,2022-09-03,1365,Approved,AC
W34180,V17661,2022-06-09,11444,Approved,Engine
W34181,V14152,2022-12-17,9803,Rejected,Brake Pad
W34182,V15490,2024-06-28,11802,Approved,Engine
W34183,V10908,2022-11-29,14999,Approved,AC
W34184,V11851,2022-06-15,10083,Rejected,AC
W34185,V17913,2022-12-25,2002,Approved,Battery
W34186,V16112,2022-07-15,8253,Approved,Transmission
W34187,V13319,2022-03-03,4772,Rejected,Brake Pad
W34188,V19104,2022-02-09,6155,Approved,Brake Pad
W34189,V14384,2022-05-09,4649,Rejected,Transmission
W34190,V17094,2023-12-06,6760,Approved,Suspension
W34191,V16577,2023-07-07,4088,Approved,Brake Pad
W34192,V17717,2024-07-25,2597,Approved,Battery
W34193,V17646,2023-01-13,11216,Approved,AC
W34194,V17817,2023-05-01,1782,Approved,Battery
W34195,V11211,2023-05-07,6375,Approved,Suspension
W34196,V10735,2023-01-26,3234,Approved,Battery
W34197,V13585,2022-12-08,6708,Approved,Battery
W34198,V10271,2024-05-29,9316,Approved,Brake Pad
W34199,V18682,2024-08-07,13570,Approved,Transmission
W34200,V19436,2024-08-05,10247,Approved,Suspension
W34201,V16759,2022-07-15,9116,Rejected,AC
W34202,V13666,2022-11-26,13268,Rejected,Brake Pad
W34203,V12032,2022-06-22,10622,Approved,AC
W34204,V16181,2022-06-02,10127,Rejected,AC
W34205,V19244,2023-03-31,8038,Approved,Engine
W34206,V13687,2022-02-06,2634,Approved,Battery
W34207,V10456,2024-06-13,11570,Approved,Brake Pad
W34208,V10426,2024-09-03,1297,Approved,Transmission
W34209,V14430,2022-09-29,11981,Approved,Engine
W34210,V16495,2024-08-19,2112,Rejected,Battery
W34211,V16184,2024-06-07,7220,Approved,Engine
W34212,V18569,2023-09-16,11967,Rejected,Engine
W34213,V10083,2022-04-06,11251,Approved,AC
W34214,V10015,2023-10-20,9527,Rejected,Suspension
W34215,V12126,2023-10-22,7803,Approved,Brake Pad
W34216,V16237,2023-06-11,11081,Rejected,AC
W34217,V15252,2023-11-10,4721,Approved,Battery
W34218,V18852,2024-07-24,14556,Approved,Brake Pad
W34219,V12932,2022-03-08,4597,Approved,Brake Pad
W34220,V14126,2022-08-03,7621,Approved,AC
W34221,V16870,2022-02-27,10298,Approved,AC
W34222,V14648,2022-04-14,10124,Approved,Battery
W34223,V10871,2022-08-12,7628,Approved,Brake Pad
W34224,V14046,2024-03-24,9903,Approved,Transmission
W34225,V10663,2024-05-06,9428,Approved,Suspension
W34226,V18030,2023-06-08,3658,Rejected,Battery
W34227,V16845,2023-12-02,9371,Rejected,Battery
W34228,V15280,2024-02-03,1527,Rejected,Suspension
W34229,V19885,2022-06-01,3813,Approved,Engine
W34230,V13654,2024-02-08,6355,Approved,Engine
W34231,V15692,2024-07-24,13374,Approved,AC
W34232,V11392,2022-05-23,11108,Approved,Brake Pad
W34233,V13427,2024-05-04,12093,Approved,Brake Pad
W34234,V16698,2022-03-24,11153,Approved,Suspension
W34235,V16997,2024-05-31,2541,Rejected,Engine
W34236,V15967,2023-01-27,1001,Approved,Battery
W34237,V15747,2022-02-15,2699,Rejected,AC
W34238,V14040,2024-04-30,1043,Rejected,Suspension
W34239,V19070,2022-10-26,10616,Approved,Battery
W34240,V11028,2022-04-22,3617,Rejected,Battery
W34241,V18773,2023-09-15,8819,Approved,Transmission
W34242,V19911,2023-01-28,10788,Approved,Battery
W34243,V13929,2022-01-25,5542,Rejected,Brake Pad
W34244,V15363,2022-05-04,6182,Approved,Transmission
W34245,V11050,2022-04-05,8645,Rejected,Transmission
W34246,V12307,2024-02-02,4997,Rejected,Battery
W34247,V11656,2023-01-23,11542,Approved,Suspension
W34248,V19498,2023-01-05,7202,Rejected,Brake Pad
W34249,V16366,2022-09-20,12130,Approved,Transmission
W34250,V19778,2024-03-03,6889,Approved,Brake Pad
W34251,V18214,2023-05-21,13381,Approved,Engine
W34252,V15348,2022-04-17,14926,Approved,Battery
W34253,V12925,2022-07-09,3335,Approved,Suspension
W34254,V10537,2022-11-23,5396,Approved,Brake Pad
W34255,V19556,2023-03-30,14024,Approved,Brake Pad
W34256,V13668,2022-11-11,9314,Rejected,Battery
W34257,V13738,2023-11-07,3209,Approved,Transmission
W34258,V15295,2022-09-23,5860,Approved,Suspension
W34259,V15124,2024-01-08,7403,Approved,AC
W34260,V11249,2024-07-31,3317,Approved,AC
W34261,V19013,2023-06-20,4307,Approved,AC
W34262,V15951,2024-07-04,7306,Approved,Transmission
W34263,V19502,2022-07-15,5629,Approved,Engine
W34264,V11732,2024-04-07,10236,Approved,Brake Pad
W34265,V14445,2022-04-20,1184,Rejected,Battery
W34266,V12286,2024-04-24,11052,Rejected,Transmission
W34267,V10943,2022-09-10,12113,Approved,Battery
W34268,V13631,2022-07-29,10162,Approved,Engine
W34269,V18055,2022-06-26,13085,Rejected,Transmission
W34270,V17508,2024-06-01,6961,Approved,AC
W34271,V14177,2023-11-11,1130,Approved,AC
W34272,V14471,2023-05-29,13560,Rejected,Transmission
W34273,V19048,2023-12-29,10256,Approved,Battery
W34274,V14199,2022-07-23,12266,Approved,Engine
W34275,V15123,2023-04-03,12335,Approved,Battery
W34276,V11121,2024-06-19,2485,Approved,Brake Pad
W34277,V10411,2024-03-15,2008,Rejected,Battery
W34278,V10662,2023-08-07,12637,Rejected,Transmission
W34279,V18399,2024-07-05,9800,Approved,Brake Pad
W34280,V15031,2024-09-20,14625,Approved,Engine
W34281,V11940,2022-08-07,11581,Rejected,Brake Pad
W34282,V19879,2023-07-29,8598,Rejected,Suspension
W34283,V12043,2023-06-06,8767,Approved,Transmission
W34284,V12459,2023-03-17,13159,Rejected,Battery
W34285,V18333,2022-09-13,5879,Rejected,Brake Pad
W34286,V17197,2024-02-03,2679,Approved,Brake Pad
W34287,V19363,2023-12-24,13502,Approved,Transmission
W34288,V14150,2023-02-27,5142,Rejected,Engine
W34289,V16331,2024-04-13,8953,Approved,AC
W34290,V18873,2023-02-05,5904,Approved,Battery
W34291,V19580,2022-11-13,2398,Approved,Transmission
W34292,V15018,2022-06-07,12482,Rejected,Brake Pad
W34293,V18613,2023-11-14,14670,Approved,Suspension
W34294,V13116,2022-04-30,6701,Approved,Transmission
W34295,V19562,2024-06-01,13554,Approved,Brake Pad
W34296,V17071,2024-01-24,4337,Approved,Transmission
W34297,V17587,2022-05-08,5163,Rejected,Transmission
W34298,V15269,2022-03-27,13063,Rejected,Battery
W34299,V11126,2022-01-31,10623,Approved,Brake Pad
W34300,V10019,2023-03-21,11017,Rejected,Engine
W34301,V12233,2022-04-06,3409,Approved,Battery
W34302,V15223,2022-05-12,8391,Approved,Battery
W34303,V12791,2022-01-08,9857,Approved,AC
W34304,V10147,2022-12-06,5546,Approved,Brake Pad
W34305,V12485,2022-08-08,14957,Approved,Suspension
W34306,V13711,2022-07-09,5101,Rejected,Battery
W34307,V15520,2024-08-24,4709,Approved,Brake Pad
W34308,V12798,2022-05-20,14525,Approved,Brake Pad
W34309,V13363,2022-07-30,10125,Approved,Suspension
W34310,V15624,2023-06-30,5012,Approved,Brake Pad
W34311,V18097,2024-02-15,6226,Rejected,Brake Pad
W34312,V17046,2022-06-01,6293,Rejected,Suspension
W34313,V11770,2024-09-05,3278,Approved,Suspension
W34314,V10127,2023-12-13,3093,Approved,AC
W34315,V13893,2023-07-06,14976,Approved,Brake Pad
W34316,V16196,2023-08-27,14766,Approved,Transmission
W34317,V13139,2022-11-21,8203,Approved,Engine
W34318,V16460,2022-06-28,13654,Rejected,Battery
W34319,V19279,2023-02-21,2194,Approved,Transmission
W34320,V16378,2023-07-23,9854,Approved,AC
W34321,V13164,2022-04-20,4677,Rejected,AC
W34322,V17633,2023-11-19,8366,Rejected,AC
W34323,V14108,2022-05-24,4353,Approved,Battery
W34324,V12939,2024-04-23,10222,Approved,Suspension
W34325,V16371,2024-03-26,10099,Approved,Engine
W34326,V11545,2024-06-08,11778,Rejected,Transmission
W34327,V12861,2022-12-25,6720,Rejected,Brake Pad
W34328,V12321,2024-02-27,11984,Rejected,Transmission
W34329,V17832,2022-06-01,2900,Rejected,Engine
W34330,V14036,2024-07-12,13749,Approved,Engine
W34331,V16268,2023-08-15,3464,Approved,Transmission
W34332,V13515,2023-05-07,1513,Rejected,Engine
W34333,V10252,2024-08-08,11896,Approved,AC
W34334,V17091,2023-04-26,11890,Approved,Suspension
W34335,V13401,2024-07-18,4368,Approved,Battery
W34336,V17659,2023-08-02,8875,Approved,Engine
W34337,V16681,2023-11-01,5137,Rejected,Transmission
W34338,V11506,2022-09-30,10815,Approved,Battery
W34339,V14399,2022-01-06,1306,Approved,Suspension
W34340,V19763,2022-04-06,13603,Approved,Transmission
W34341,V14799,2022-11-15,3525,Approved,Engine
W34342,V14352,2024-04-07,4294,Approved,Brake Pad
W34343,V18263,2022-06-08,4963,Approved,Brake Pad
W34344,V11786,2023-08-20,11273,Approved,Engine
W34345,V18486,2023-04-25,11602,Rejected,Engine
W34346,V17615,2022-04-09,13988,Approved,Brake Pad
W34347,V17911,2023-04-22,4843,Approved,Transmission
W34348,V17906,2023-09-28,11848,Rejected,Engine
W34349,V16888,2024-07-09,4149,Rejected,Suspension
W34350,V11285,2022-07-21,11921,Rejected,Suspension
W34351,V12371,2024-09-16,7103,Approved,Suspension
W34352,V12332,2023-02-07,7776,Approved,Battery
W34353,V12044,2024-06-02,5513,Approved,Transmission
W34354,V17984,2023-01-26,12471,Approved,Suspension
W34355,V18067,2023-02-20,8416,Approved,AC
W34356,V14104,2023-10-17,1795,Rejected,Brake Pad
W34357,V10852,2023-08-06,11475,Approved,Engine
W34358,V19180,2023-01-04,14832,Approved,Suspension
W34359,V19802,2024-08-28,3953,Rejected,AC
W34360,V18633,2023-04-09,2228,Approved,Suspension
W34361,V18121,2023-10-10,2014,Approved,Suspension
W34362,V11825,2022-04-13,12926,Approved,Engine
W34363,V13903,2022-01-25,8824,Approved,Transmission
W34364,V15674,2023-07-18,14068,Approved,AC
W34365,V11173,2022-03-14,5688,Rejected,Transmission
W34366,V17973,2024-04-07,8073,Approved,Battery
W34367,V15861,2023-11-09,7697,Rejected,Battery
W34368,V18285,2023-01-13,11063,Rejected,Battery
W34369,V19343,2022-07-26,9698,Approved,Engine
W34370,V15981,2022-02-18,5778,Rejected,Transmission
W34371,V17369,2023-05-18,13526,Approved,Transmission
W34372,V17534,2022-11-07,7516,Approved,Suspension
W34373,V12611,2023-05-24,6332,Approved,Engine
W34374,V15619,2022-05-24,4627,Rejected,Engine
W34375,V16410,2022-05-16,13758,Approved,AC
W34376,V16035,2023-09-15,13385,Rejected,Brake Pad
W34377,V13343,2023-05-07,9824,Approved,Engine
W34378,V18716,2024-05-01,12301,Rejected,Suspension
W34379,V14022,2024-02-03,1445,Approved,Transmission
W34380,V17642,2023-05-29,8079,Rejected,Engine
W34381,V12240,2022-09-24,11363,Rejected,Suspension
W34382,V18551,2023-09-07,1169,Rejected,Suspension
W34383,V19735,2023-08-20,1332,Approved,AC
W34384,V15811,2023-08-04,7480,Approved,Engine
W34385,V12455,2023-02-24,14874,Approved,Suspension
W34386,V12417,2022-10-17,5391,Approved,Brake Pad
W34387,V18916,2022-08-25,13861,Approved,Battery
W34388,V12866,2023-11-08,8327,Approved,Brake Pad
W34389,V14529,2024-08-08,14196,Rejected,AC
W34390,V13003,2023-04-17,14120,Approved,AC
W34391,V19170,2024-02-03,6670,Approved,Suspension
W34392,V10967,2022-10-25,4322,Approved,AC
W34393,V11670,2022-04-07,6579,Approved,Brake Pad
W34394,V17784,2022-03-27,8211,Approved,AC
W34395,V17554,2024-05-25,11061,Rejected,Battery
W34396,V18973,2022-05-26,14511,Approved,Suspension
W34397,V18825,2022-10-17,5683,Approved,Suspension
W34398,V19583,2023-12-22,3876,Approved,Transmission
W34399,V14595,2023-01-21,12600,Rejected,Transmission
W34400,V11509,2024-04-07,8844,Rejected,AC
W34401,V11900,2023-12-31,2724,Approved,Transmission
W34402,V16205,2024-08-21,3537,Approved,Brake Pad
W34403,V19770,2022-01-10,1293,Rejected,AC
W34404,V13434,2024-09-04,10921,Rejected,Transmission
W34405,V14431,2023-12-22,3727,Approved,Brake Pad
W34406,V15056,2023-01-10,13270,Rejected,Engine
W34407,V12144,2024-06-01,10995,Rejected,Transmission
W34408,V11147,2022-04-16,14313,Approved,Brake Pad
W34409,V18895,2023-01-04,1977,Approved,AC
W34410,V11416,2024-08-11,1488,Rejected,Suspension
W34411,V17867,2022-04-05,13301,Approved,Battery
W34412,V10993,2023-09-23,9171,Rejected,Suspension
W34413,V19166,2023-05-25,6615,Approved,Engine
W34414,V17812,2023-02-07,6658,Rejected,Engine
W34415,V10331,2023-05-25,12272,Approved,Engine
W34416,V12219,2022-07-29,14803,Approved,AC
W34417,V18305,2022-08-09,1676,Rejected,Brake Pad
W34418,V15482,2023-10-09,3441,Approved,Transmission
W34419,V11445,2023-04-23,10762,Approved,Engine
W34420,V18082,2024-07-14,12357,Approved,AC
W34421,V16525,2023-01-03,14778,Rejected,Battery
W34422,V14796,2023-12-08,6411,Approved,Brake Pad
W34423,V14534,2023-11-22,5270,Rejected,Transmission
W34424,V11810,2023-12-13,3484,Approved,AC
W34425,V11070,2022-12-11,4762,Approved,Engine
W34426,V12819,2023-04-22,4432,Rejected,AC
W34427,V13218,2024-05-11,10769,Rejected,AC
W34428,V11202,2023-10-29,2055,Approved,AC
W34429,V12335,2023-04-02,8935,Approved,Transmission
W34430,V12983,2023-10-01,11950,Rejected,Engine
W34431,V12243,2022-05-19,11733,Rejected,Transmission
W34432,V18096,2023-07-06,2669,Rejected,Battery
W34433,V19748,2022-03-08,14047,Rejected,AC
W34434,V11467,2023-06-20,3427,Rejected,AC
W34435,V15728,2023-05-28,11327,Approved,AC
W34436,V19610,2023-10-22,10626,Rejected,Brake Pad
W34437,V15926,2024-03-23,2437,Approved,Transmission
W34438,V15589,2022-10-16,9407,Approved,Suspension
W34439,V18483,2023-10-09,9693,Approved,Battery
W34440,V12902,2022-09-13,11003,Approved,AC
