service_id,vehicle_id,service_date,component_replaced,cost,issue_type
S32347,V15657,2023-11-08,Suspension,2724.0,Overheating
S32348,V12878,2023-11-06,AC,13538.0,Wear & Tear
S32349,V12058,2024-01-05,Battery,11884.0,Discharge
S32350,V18718,2022-06-23,Battery,7345.0,Malfunction
S32351,V13687,2022-01-24,Transmission,14181.0,Overheating
S32352,V16752,2022-04-23,AC,11330.0,Leakage
S32353,V18124,2024-02-01,Transmission,6089.0,Overheating
S32354,V11841,2023-05-13,Engine,11685.0,Leakage
S32355,V14339,2022-06-06,Battery,11029.0,Malfunction
S32356,V18138,2022-05-06,Battery,2005.0,Wear & Tear
S32357,V12565,2023-05-01,Transmission,10200.0,Wear & Tear
S32358,V15065,2024-01-17,Transmission,9766.0,Discharge
S32359,V15321,2024-01-13,Suspension,1596.0,Malfunction
S32360,V15814,2022-05-01,Suspension,8849.0,Malfunction
S32361,V15945,2023-05-14,Brake Pad,2576.0,Discharge
S32362,V11091,2023-03-15,Engine,4998.0,Leakage
S32363,V18826,2023-05-31,Transmission,5402.0,Malfunction
S32364,V10502,2022-02-06,Battery,2515.0,Leakage
S32365,V12813,2023-10-18,Suspension,14531.0,Malfunction
S32366,V10650,2024-03-04,AC,13211.0,Malfunction
S32367,V19858,2023-06-23,Brake Pad,6192.0,Overheating
S32368,V17205,2022-11-27,Engine,4329.0,Malfunction
S32369,V10155,2023-08-11,Transmission,5832.0,Discharge
S32370,V10829,2023-12-05,AC,11171.0,Discharge
S32371,V18433,2022-08-05,Engine,9018.0,Malfunction
S32372,V13463,2024-04-02,Engine,6553.0,Wear & Tear
S32373,V17129,2023-12-19,Transmission,5857.0,Malfunction
S32374,V10258,2023-10-30,Brake Pad,0.0,Discharge
S32375,V16932,2024-04-22,Battery,3791.0,Discharge
S32376,V11109,2024-06-15,Transmission,9153.0,Leakage
S32377,V19384,2022-06-13,AC,8052.0,Overheating
S32378,V15515,2023-09-06,Transmission,5656.0,Overheating
S32379,V17201,2022-09-21,AC,0.0,Leakage
S32380,V15596,2023-02-26,Engine,8055.0,Discharge
S32381,V14744,2024-04-11,Transmission,0.0,Wear & Tear
S32382,V12592,2024-09-02,AC,10593.0,Leakage
S32383,V16701,2022-10-05,Engine,14417.0,Wear & Tear
S32384,V11485,2022-07-29,Brake Pad,4370.0,Leakage
S32385,V16792,2022-01-03,Battery,13308.0,Overheating
S32386,V10573,2023-12-03,Transmission,8603.0,Leakage
S32387,V13503,2023-11-11,Battery,10341.0,Wear & Tear
S32388,V11674,2023-04-14,Engine,12605.0,Overheating
S32389,V11282,2022-04-14,Suspension,5732.0,Leakage
S32390,V12462,2024-02-15,Transmission,7408.0,Leakage
S32391,V10596,2023-06-15,Transmission,6011.0,Malfunction
S32392,V10000,2024-04-01,Suspension,10247.0,Discharge
S32393,V17422,2023-08-25,Transmission,4355.0,Leakage
S32394,V18054,2023-08-26,AC,11638.0,Overheating
S32395,V18526,2022-11-09,AC,2483.0,Discharge
S32396,V15574,2024-04-16,AC,14553.0,Malfunction
S32397,V10568,2023-11-17,Transmission,2780.0,Leakage
S32398,V14298,2023-11-03,AC,11128.0,Malfunction
S32399,V15445,2022-02-02,Suspension,1386.0,Wear & Tear
S32400,V16543,2022-06-02,Brake Pad,10599.0,Wear & Tear
S32401,V14842,2023-05-16,AC,10053.0,Overheating
S32402,V17463,2023-10-22,Suspension,8833.0,Leakage
S32403,V12122,2024-07-16,AC,10925.0,Overheating
S32404,V12233,2023-04-27,Unknown,12661.0,Discharge
S32405,V12812,2023-03-20,Battery,2470.0,Malfunction
S32406,V11663,2022-06-24,AC,5944.0,Discharge
S32407,V10562,2023-01-09,Suspension,7352.0,Discharge
S32408,V19609,2022-08-15,Brake Pad,13878.0,Overheating
S32409,V12791,2022-12-19,Suspension,5903.0,Leakage
S32410,V17624,2024-03-04,Transmission,10328.0,Malfunction
S32411,V19964,2023-03-30,Engine,2220.0,Leakage
S32412,V13899,2022-09-12,Transmission,5252.0,Overheating
S32413,V18341,2024-06-15,Suspension,10501.0,Leakage
S32414,V14221,2024-09-21,Transmission,14810.0,Wear & Tear
S32415,V17341,2023-04-18,Brake Pad,14915.0,Wear & Tear
S32416,V12662,2023-12-20,Suspension,9391.0,Overheating
S32417,V14087,2023-03-28,Battery,11492.0,Discharge
S32418,V17493,2023-12-02,Battery,0.0,Leakage
S32419,V10735,2024-06-27,Suspension,4305.0,Leakage
S32420,V14191,2024-06-27,Suspension,8610.0,Malfunction
S32421,V18592,2023-12-02,Transmission,5004.0,Overheating
S32422,V14723,2022-02-05,Suspension,4460.0,Overheating
S32423,V10651,2024-09-01,Suspension,4840.0,Discharge
S32424,V14293,2023-01-03,Engine,6299.0,Overheating
S32425,V12140,2022-10-29,Engine,12082.0,Discharge
S32426,V19485,2022-12-25,Suspension,12928.0,Overheating
S32427,V18711,2022-09-18,Battery,4395.0,Overheating
S32428,V12697,2023-08-31,Battery,12655.0,Malfunction
S32429,V11691,2023-05-04,Brake Pad,8223.0,Overheating
S32430,V15509,2023-02-15,AC,11047.0,Overheating
S32431,V16801,2022-10-01,Brake Pad,14170.0,Leakage
S32432,V14378,2023-10-21,Engine,9644.0,Malfunction
S32433,V17229,2023-04-19,Transmission,1411.0,Discharge
S32434,V13401,2022-08-25,Brake Pad,13817.0,Malfunction
S32435,V16642,2022-11-11,Transmission,11460.0,Malfunction
S32436,V13077,2022-08-27,Suspension,12867.0,Malfunction
S32437,V14190,2024-05-03,AC,8731.0,Wear & Tear
S32438,V18143,2024-07-03,Suspension,5199.0,Discharge
S32439,V15855,2024-01-01,Suspension,4199.0,Wear & Tear
S32440,V18752,2024-03-26,Brake Pad,7227.0,Discharge
S32441,V15365,2022-09-19,Engine,6472.0,Discharge
S32442,V13274,2023-03-13,AC,5472.0,Leakage
S32443,V14565,2022-09-11,Brake Pad,6371.0,Malfunction
S32444,V19643,2022-02-02,Suspension,10605.0,Malfunction
S32445,V10295,2023-10-14,Transmission,3674.0,Malfunction
S32446,V10276,2023-10-13,Brake Pad,13638.0,Overheating
S32447,V11061,2022-11-22,Suspension,2012.0,Wear & Tear
S32448,V18231,2024-01-02,Unknown,3892.0,Discharge
S32449,V14948,2022-09-14,Brake Pad,12061.0,Overheating
S32450,V15852,2024-07-19,AC,5268.0,Overheating
S32451,V16843,2023-07-27,Brake Pad,11499.0,Discharge
S32452,V19479,2022-03-27,Engine,9031.0,Leakage
S32453,V17219,2024-08-02,Transmission,12385.0,Malfunction
S32454,V11275,2023-06-29,AC,12997.0,Wear & Tear
S32455,V10362,2022-02-21,Suspension,9105.0,Wear & Tear
S32456,V10374,2023-08-05,AC,14757.0,Wear & Tear
S32457,V18924,2022-09-13,Battery,13238.0,Overheating
S32458,V18772,2022-12-31,AC,14802.0,Discharge
S32459,V16261,2024-01-13,Suspension,4214.0,Leakage
S32460,V12685,2023-06-18,Transmission,3036.0,Discharge
S32461,V12190,2023-09-25,Engine,9654.0,Discharge
S32462,V15407,2024-01-05,Brake Pad,4022.0,Leakage
S32463,V10723,2024-09-12,Brake Pad,12099.0,Overheating
S32464,V13504,2022-04-03,Transmission,6823.0,Leakage
S32465,V17393,2022-07-15,Battery,9550.0,Leakage
S32466,V19498,2022-03-29,Battery,9181.0,Leakage
S32467,V10573,2024-03-29,Engine,13445.0,Wear & Tear
S32468,V19288,2022-10-29,Transmission,5287.0,Leakage
S32469,V11721,2023-11-19,Engine,3566.0,Leakage
S32470,V12638,2024-09-20,Transmission,7048.0,Discharge
S32471,V18078,2022-12-17,Engine,3362.0,Leakage
S32472,V14958,2024-06-11,Brake Pad,11206.0,Malfunction
S32473,V17582,2024-04-28,Transmission,1643.0,Leakage
S32474,V11034,2022-12-09,Engine,8406.0,Discharge
S32475,V15649,2022-02-27,Suspension,8882.0,Malfunction
S32476,V17489,2023-01-30,AC,2112.0,Leakage
S32477,V19897,2023-06-28,Brake Pad,3381.0,Wear & Tear
S32478,V19041,2022-09-30,Brake Pad,6275.0,Leakage
S32479,V16589,2022-09-03,Engine,4186.0,Discharge
S32480,V12362,2023-05-15,Suspension,14219.0,Malfunction
S32481,V17851,2023-08-04,Battery,7197.0,Leakage
S32482,V19011,2023-06-17,Suspension,1777.0,Overheating
S32483,V11229,2023-01-20,Engine,14725.0,Leakage
S32484,V12676,2024-07-16,Unknown,13223.0,Wear & Tear
S32485,V15362,2022-12-22,AC,1461.0,Overheating
S32486,V19060,2023-12-18,AC,7180.0,Malfunction
S32487,V14969,2024-02-20,Transmission,3189.0,Discharge
S32488,V14534,2024-09-10,Engine,11246.0,Malfunction
S32489,V18280,2022-05-01,Suspension,8147.0,Leakage
S32490,V16682,2022-06-23,Battery,2454.0,Overheating
S32491,V14667,2024-08-16,Transmission,12823.0,Leakage
S32492,V15156,2024-06-18,Transmission,13176.0,Discharge
S32493,V16787,2022-06-09,Battery,5299.0,Leakage
S32494,V14135,2024-09-11,Battery,0.0,Wear & Tear
S32495,V14538,2024-06-06,Battery,1675.0,Discharge
S32496,V16979,2023-10-29,Brake Pad,11291.0,Malfunction
S32497,V10259,2022-02-03,Engine,8224.0,Wear & Tear
S32498,V15787,2022-03-16,Transmission,10865.0,Overheating
S32499,V17687,2022-01-02,Engine,13099.0,Malfunction
S32500,V17394,2022-11-03,Suspension,14585.0,Discharge
S32501,V12852,2022-02-15,Battery,9143.0,Malfunction
S32502,V13663,2022-01-24,Brake Pad,4288.0,Overheating
S32503,V10462,2024-02-11,Transmission,5357.0,Discharge
S32504,V12123,2023-02-17,Transmission,7373.0,Discharge
S32505,V14937,2024-07-26,Engine,2894.0,Discharge
S32506,V16304,2024-01-24,Engine,6703.0,Overheating
S32507,V13241,2023-05-01,Brake Pad,2944.0,Wear & Tear
S32508,V13368,2022-06-24,Engine,3983.0,Leakage
S32509,V17354,2024-03-20,Battery,12473.0,Overheating
S32510,V10307,2023-03-03,Engine,1400.0,Wear & Tear
S32511,V14254,2023-12-21,Transmission,14048.0,Overheating
S32512,V14169,2023-04-18,AC,5799.0,Leakage
S32513,V12042,2023-05-04,Engine,7369.0,Malfunction
S32514,V13329,2024-05-02,Engine,13603.0,Leakage
S32515,V17507,2023-11-30,Brake Pad,10864.0,Overheating
S32516,V12683,2022-11-09,Suspension,3259.0,Malfunction
S32517,V19952,2022-12-07,AC,1112.0,Discharge
S32518,V18350,2023-05-17,AC,6385.0,Wear & Tear
S32519,V10287,2023-10-27,Brake Pad,14760.0,Wear & Tear
S32520,V18590,2023-01-18,Suspension,4270.0,Overheating
S32521,V13566,2023-08-07,Suspension,1759.0,Wear & Tear
S32522,V15224,2023-11-19,AC,2560.0,Discharge
S32523,V14465,2023-05-10,Transmission,6158.0,Leakage
S32524,V16668,2024-09-17,Battery,2565.0,Leakage
S32525,V12050,2024-06-19,Brake Pad,11209.0,Overheating
S32526,V11473,2023-09-03,Engine,9938.0,Discharge
S32527,V10305,2024-05-12,Battery,11627.0,Discharge
S32528,V19977,2024-05-03,AC,1431.0,Discharge
S32529,V12792,2022-11-15,AC,2630.0,Overheating
S32530,V18649,2022-01-08,Engine,8420.0,Leakage
S32531,V13250,2023-01-27,AC,1091.0,Malfunction
S32532,V10341,2024-01-16,Transmission,11335.0,Malfunction
S32533,V10092,2022-10-14,Brake Pad,11945.0,Leakage
S32534,V18492,2023-10-06,AC,5320.0,Discharge
S32535,V11259,2023-07-09,Suspension,8857.0,Overheating
S32536,V12047,2023-02-20,Suspension,4505.0,Discharge
S32537,V16702,2022-11-07,Suspension,4031.0,Leakage
S32538,V12873,2022-05-03,Brake Pad,6349.0,Discharge
S32539,V13948,2023-10-29,Brake Pad,1023.0,Overheating
S32540,V18226,2023-06-26,Transmission,7229.0,Wear & Tear
S32541,V14766,2022-12-28,Engine,6450.0,Leakage
S32542,V13960,2023-01-05,Brake Pad,7205.0,Malfunction
S32543,V19786,2023-12-11,Brake Pad,10661.0,Leakage
S32544,V15576,2022-03-09,Transmission,13422.0,Wear & Tear
S32545,V14426,2023-01-16,AC,0.0,Wear & Tear
S32546,V15120,2022-11-22,Brake Pad,4469.0,Overheating
S32547,V12025,2024-04-09,Transmission,9081.0,Discharge
S32548,V18702,2023-09-06,Suspension,1535.0,Leakage
S32549,V16716,2023-04-19,Transmission,11633.0,Discharge
S32550,V19037,2023-02-28,Brake Pad,5714.0,Discharge
S32551,V17853,2023-05-11,Battery,4170.0,Malfunction
S32552,V11803,2024-05-13,Battery,6873.0,Leakage
S32553,V17301,2024-08-23,Suspension,12786.0,Malfunction
S32554,V15279,2022-01-22,AC,7791.0,Malfunction
S32555,V16581,2022-06-01,Transmission,7458.0,Overheating
S32556,V15415,2023-02-16,Battery,10883.0,Overheating
S32557,V19337,2023-01-04,Brake Pad,2629.0,Malfunction
S32558,V19461,2022-12-14,Suspension,12328.0,Discharge
S32559,V14540,2024-03-05,Engine,10558.0,Leakage
S32560,V13778,2022-09-12,AC,4431.0,Discharge
S32561,V19144,2022-04-24,AC,3548.0,Discharge
S32562,V10752,2023-03-12,Brake Pad,1617.0,Discharge
S32563,V15289,2024-05-31,AC,5899.0,Wear & Tear
S32564,V12681,2022-01-29,Transmission,10418.0,Wear & Tear
S32565,V15854,2024-07-18,Battery,5301.0,Wear & Tear
S32566,V18026,2024-09-23,Battery,12148.0,Overheating
S32567,V16663,2022-07-20,AC,6369.0,Leakage
S32568,V13066,2024-09-13,Brake Pad,14428.0,Wear & Tear
S32569,V15557,2023-02-26,AC,4175.0,Wear & Tear
S32570,V18526,2024-03-28,Transmission,13229.0,Malfunction
S32571,V14990,2024-03-06,AC,10958.0,Malfunction
S32572,V16745,2023-08-07,Suspension,5763.0,Discharge
S32573,V18667,2023-03-28,Engine,3025.0,Leakage
S32574,V15113,2022-07-12,AC,4086.0,Overheating
S32575,V16231,2022-09-20,Battery,13628.0,Wear & Tear
S32576,V18010,2024-04-01,Transmission,9686.0,Discharge
S32577,V19648,2023-09-06,AC,9860.0,Wear & Tear
S32578,V14542,2024-01-24,Battery,2943.0,Malfunction
S32579,V15832,2023-07-03,AC,7828.0,Malfunction
S32580,V10247,2022-03-04,Battery,9467.0,Overheating
S32581,V18004,2023-12-08,Suspension,8887.0,Leakage
S32582,V18932,2022-03-28,AC,14786.0,Discharge
S32583,V13797,2023-03-17,Engine,7220.0,Wear & Tear
S32584,V10322,2024-08-08,AC,13290.0,Wear & Tear
S32585,V16196,2024-06-10,Brake Pad,13498.0,Malfunction
S32586,V10661,2022-06-11,Suspension,8619.0,Wear & Tear
S32587,V16717,2023-08-27,Suspension,9201.0,Overheating
S32588,V18618,2022-10-15,Transmission,0.0,Malfunction
S32589,V18072,2023-06-14,AC,7149.0,Malfunction
S32590,V17312,2023-12-05,Suspension,1323.0,Discharge
S32591,V19596,2023-06-20,Transmission,2071.0,Discharge
S32592,V16084,2024-06-03,Suspension,9159.0,Wear & Tear
S32593,V19773,2022-01-06,Battery,5309.0,Overheating
S32594,V18404,2022-08-02,Battery,7929.0,Discharge
S32595,V19581,2022-12-05,Engine,5417.0,Wear & Tear
S32596,V13386,2024-09-12,Battery,4890.0,Leakage
S32597,V19752,2023-05-09,Battery,4323.0,Overheating
S32598,V13648,2022-06-01,Brake Pad,6766.0,Leakage
S32599,V16766,2023-03-19,Battery,9499.0,Leakage
S32600,V12891,2024-04-22,Brake Pad,7236.0,Overheating
S32601,V19370,2024-09-10,Engine,5763.0,Overheating
S32602,V18716,2022-11-14,Brake Pad,6487.0,Malfunction
S32603,V19332,2022-05-03,Brake Pad,4780.0,Malfunction
S32604,V16071,2022-03-07,Transmission,2695.0,Malfunction
S32605,V16028,2022-12-23,Transmission,5890.0,Malfunction
S32606,V11734,2024-08-14,Brake Pad,10959.0,Malfunction
S32607,V18466,2022-08-09,Suspension,7967.0,Leakage
S32608,V13768,2023-11-10,Suspension,8937.0,Discharge
S32609,V10181,2024-02-20,Battery,11648.0,Discharge
S32610,V16169,2022-12-30,Suspension,6602.0,Overheating
S32611,V10565,2022-11-17,Battery,9632.0,Discharge
S32612,V18571,2023-10-12,Transmission,13551.0,Malfunction
S32613,V13151,2022-09-21,AC,12412.0,Leakage
S32614,V16606,2023-01-17,Brake Pad,6570.0,Overheating
S32615,V14597,2023-04-12,AC,7055.0,Discharge
S32616,V17630,2022-11-03,Transmission,12985.0,Overheating
S32617,V15587,2024-04-14,Battery,11996.0,Malfunction
S32618,V17321,2022-04-09,Brake Pad,13564.0,Discharge
S32619,V17666,2022-06-15,Suspension,6229.0,Discharge
S32620,V18710,2022-03-29,Battery,9096.0,Malfunction
S32621,V14732,2022-03-05,AC,10529.0,Overheating
S32622,V12502,2023-12-06,Brake Pad,6580.0,Discharge
S32623,V16738,2022-07-25,AC,10540.0,Malfunction
S32624,V12721,2022-12-23,AC,6612.0,Overheating
S32625,V15203,2024-01-07,Brake Pad,1423.0,Malfunction
S32626,V15222,2022-10-12,Suspension,4675.0,Malfunction
S32627,V17420,2023-12-29,AC,4076.0,Malfunction
S32628,V10390,2022-06-11,Suspension,8318.0,Wear & Tear
S32629,V15829,2023-06-06,Transmission,1766.0,Leakage
S32630,V18749,2022-10-07,Brake Pad,10809.0,Malfunction
S32631,V18701,2022-08-17,Battery,10407.0,Discharge
S32632,V12091,2024-06-12,Engine,8235.0,Wear & Tear
S32633,V10245,2022-02-17,Transmission,9943.0,Overheating
S32634,V16148,2024-08-03,AC,14282.0,Discharge
S32635,V15077,2022-07-18,Transmission,11804.0,Wear & Tear
S32636,V11669,2022-09-15,Suspension,10642.0,Wear & Tear
S32637,V10899,2022-05-29,Transmission,8395.0,Leakage
S32638,V11440,2022-08-01,Suspension,13375.0,Discharge
S32639,V19478,2022-05-29,Brake Pad,13157.0,Leakage
S32640,V14148,2022-01-25,AC,6184.0,Overheating
S32641,V12016,2022-11-29,AC,13740.0,Leakage
S32642,V12905,2024-09-02,Brake Pad,6416.0,Leakage
S32643,V12865,2024-02-28,Battery,5429.0,Malfunction
S32644,V11776,2022-02-14,Transmission,3225.0,Discharge
S32645,V16155,2022-12-06,Suspension,14207.0,Discharge
S32646,V10005,2024-05-10,Battery,8073.0,Wear & Tear
S32647,V15019,2022-10-25,Transmission,14489.0,Leakage
S32648,V18379,2024-06-03,Suspension,9908.0,Leakage
S32649,V11362,2023-12-07,AC,4806.0,Discharge
S32650,V19246,2022-04-30,Brake Pad,4073.0,Leakage
S32651,V11946,2024-09-13,Transmission,13536.0,Malfunction
S32652,V17365,2022-09-08,Battery,10413.0,Overheating
S32653,V13870,2024-08-22,Engine,6457.0,Overheating
S32654,V12726,2023-06-10,Engine,3818.0,Wear & Tear
S32655,V16300,2022-10-16,Suspension,8448.0,Overheating
S32656,V14584,2024-03-06,Suspension,6039.0,Overheating
S32657,V17892,2023-09-05,Engine,1064.0,Malfunction
S32658,V16160,2023-10-19,Brake Pad,12123.0,Overheating
S32659,V18046,2022-12-25,Engine,13670.0,Wear & Tear
S32660,V12258,2022-02-23,AC,6589.0,Leakage
S32661,V15657,2023-09-21,Brake Pad,5059.0,Malfunction
S32662,V12736,2023-10-06,Battery,12028.0,Wear & Tear
S32663,V19413,2024-07-09,Transmission,8364.0,Discharge
S32664,V15921,2024-06-21,AC,6719.0,Wear & Tear
S32665,V11804,2024-07-21,Transmission,11263.0,Discharge
S32666,V14423,2022-01-02,Suspension,10774.0,Wear & Tear
S32667,V16458,2024-08-06,Transmission,5490.0,Leakage
S32668,V17158,2023-06-05,Brake Pad,8462.0,Malfunction
S32669,V18613,2023-02-17,Brake Pad,2800.0,Overheating
S32670,V17570,2024-06-28,Suspension,7049.0,Malfunction
S32671,V12959,2024-03-24,AC,13952.0,Discharge
S32672,V14191,2022-02-15,Battery,1125.0,Discharge
S32673,V11420,2024-03-10,Transmission,7172.0,Malfunction
S32674,V16734,2023-03-14,AC,14155.0,Malfunction
S32675,V10025,2023-12-05,Engine,14554.0,Malfunction
S32676,V17609,2023-02-10,AC,5352.0,Wear & Tear
S32677,V10645,2023-04-10,Unknown,7046.0,Overheating
S32678,V10804,2023-07-04,Engine,14463.0,Leakage
S32679,V14067,2022-08-27,Engine,7431.0,Leakage
S32680,V14213,2023-08-15,Brake Pad,1784.0,Overheating
S32681,V15401,2022-10-09,Brake Pad,9880.0,Malfunction
S32682,V10234,2022-07-27,Transmission,8438.0,Overheating
S32683,V15791,2023-08-05,Brake Pad,2866.0,Discharge
S32684,V19902,2023-09-22,Battery,10212.0,Leakage
S32685,V16461,2024-09-25,Engine,2420.0,Discharge
S32686,V14491,2024-09-13,AC,8061.0,Overheating
S32687,V14589,2022-10-17,Suspension,14372.0,Overheating
S32688,V12441,2024-05-19,Brake Pad,14550.0,Leakage
S32689,V16015,2023-06-27,Transmission,13105.0,Overheating
S32690,V17962,2022-08-27,Suspension,6814.0,Leakage
S32691,V12330,2022-01-17,Suspension,2828.0,Malfunction
S32692,V10949,2024-06-01,Brake Pad,2337.0,Wear & Tear
S32693,V16887,2023-03-09,Engine,6984.0,Leakage
S32694,V11372,2023-12-09,Battery,5013.0,Malfunction
S32695,V14796,2024-08-05,Suspension,10245.0,Discharge
S32696,V17004,2024-01-24,Brake Pad,11039.0,Overheating
S32697,V17115,2022-10-06,Engine,2733.0,Discharge
S32698,V16710,2022-01-18,Battery,8713.0,Malfunction
S32699,V18679,2024-03-05,Suspension,9255.0,Leakage
S32700,V10298,2023-11-19,Battery,6531.0,Malfunction
S32701,V10468,2023-09-06,Engine,14314.0,Overheating
S32702,V17861,2023-11-14,Transmission,2550.0,Malfunction
S32703,V13458,2024-04-22,Suspension,12950.0,Discharge
S32704,V14768,2024-03-05,Transmission,11371.0,Overheating
S32705,V14710,2023-12-10,AC,6190.0,Leakage
S32706,V17800,2023-01-02,Transmission,2195.0,Overheating
S32707,V19943,2022-08-08,Battery,5874.0,Discharge
S32708,V19025,2023-03-20,Suspension,11487.0,Leakage
S32709,V17250,2022-01-21,Engine,8416.0,Leakage
S32710,V12498,2022-08-29,AC,2230.0,Malfunction
S32711,V11106,2023-09-17,Transmission,2414.0,Overheating
S32712,V10645,2022-12-26,Brake Pad,1901.0,Malfunction
S32713,V16150,2023-10-11,Brake Pad,11984.0,Wear & Tear
S32714,V14191,2024-08-27,Engine,13524.0,Malfunction
S32715,V11453,2023-02-20,AC,6703.0,Leakage
S32716,V12212,2022-08-19,Brake Pad,10255.0,Malfunction
S32717,V17292,2024-06-03,Transmission,10194.0,Overheating
S32718,V15554,2022-07-12,Suspension,13717.0,Malfunction
S32719,V18789,2023-01-13,Battery,7287.0,Wear & Tear
S32720,V11693,2022-12-08,Battery,1437.0,Discharge
S32721,V19464,2022-10-23,Battery,7866.0,Discharge
S32722,V17996,2022-07-25,Brake Pad,12043.0,Discharge
S32723,V18254,2023-12-31,Transmission,2326.0,Wear & Tear
S32724,V19247,2023-08-05,Engine,8030.0,Wear & Tear
S32725,V10187,2023-01-15,Suspension,5149.0,Leakage
S32726,V13202,2024-09-06,Brake Pad,6546.0,Discharge
S32727,V15269,2024-01-20,Battery,2105.0,Malfunction
S32728,V19329,2024-09-23,Transmission,4910.0,Malfunction
S32729,V12824,2024-02-19,Battery,6863.0,Leakage
S32730,V12025,2022-02-19,AC,4618.0,Overheating
S32731,V12390,2022-01-02,Suspension,4261.0,Overheating
S32732,V12665,2023-02-14,Brake Pad,5529.0,Wear & Tear
S32733,V13161,2022-05-09,Transmission,7194.0,Leakage
S32734,V15796,2024-01-01,Battery,2737.0,Overheating
S32735,V13736,2023-04-25,Brake Pad,1875.0,Malfunction
S32736,V11358,2022-07-17,Engine,13278.0,Malfunction
S32737,V15698,2023-11-24,Brake Pad,4494.0,Leakage
S32738,V13856,2023-12-16,AC,6163.0,Discharge
S32739,V12518,2023-03-05,Suspension,6822.0,Wear & Tear
S32740,V19502,2024-07-25,AC,8785.0,Overheating
S32741,V14443,2022-11-20,Suspension,3947.0,Malfunction
S32742,V15855,2023-01-13,Engine,11052.0,Leakage
S32743,V13031,2024-08-27,Transmission,9935.0,Discharge
S32744,V13194,2024-07-28,Suspension,13992.0,Malfunction
S32745,V10339,2022-03-04,Brake Pad,6756.0,Discharge
S32746,V14333,2023-05-01,Engine,4940.0,Overheating
S32747,V14856,2022-01-06,Suspension,8739.0,Leakage
S32748,V18110,2022-04-19,Engine,2851.0,Wear & Tear
S32749,V11171,2024-03-21,Brake Pad,14458.0,Overheating
S32750,V14814,2023-04-07,Battery,11247.0,Wear & Tear
S32751,V15890,2022-10-23,Transmission,2157.0,Discharge
S32752,V17073,2022-01-19,Unknown,14232.0,Wear & Tear
S32753,V12243,2024-09-04,AC,6301.0,Leakage
S32754,V12146,2022-02-02,Brake Pad,9172.0,Malfunction
S32755,V12611,2024-04-11,Suspension,12716.0,Overheating
S32756,V18575,2023-09-30,Transmission,2623.0,Overheating
S32757,V19934,2023-06-01,Transmission,11405.0,Wear & Tear
S32758,V14903,2022-11-05,Battery,12098.0,Overheating
S32759,V13669,2023-08-08,Suspension,11015.0,Overheating
S32760,V19278,2024-05-14,Engine,1787.0,Leakage
S32761,V15297,2022-05-25,Engine,11038.0,Overheating
S32762,V11437,2024-01-13,Suspension,0.0,Malfunction
S32763,V14756,2024-02-24,Battery,9209.0,Malfunction
S32764,V10362,2023-11-24,Transmission,8374.0,Discharge
S32765,V15188,2024-08-17,AC,8266.0,Leakage
S32766,V10401,2022-12-11,Battery,2756.0,Malfunction
S32767,V16211,2023-04-08,AC,14696.0,Discharge
S32768,V18512,2024-09-17,Transmission,14699.0,Overheating
S32769,V15201,2022-02-06,Transmission,1885.0,Overheating
S32770,V10529,2022-01-15,Suspension,2014.0,Overheating
S32771,V10343,2022-08-06,Transmission,4214.0,Wear & Tear
S32772,V14296,2022-06-07,Transmission,5356.0,Malfunction
S32773,V14964,2023-07-24,Transmission,9450.0,Malfunction
S32774,V11922,2022-10-20,Engine,11658.0,Discharge
S32775,V13728,2023-11-08,Transmission,11312.0,Overheating
S32776,V19045,2024-03-29,Brake Pad,2871.0,Malfunction
S32777,V10835,2024-01-30,AC,9936.0,Malfunction
S32778,V16257,2024-01-31,AC,11883.0,Wear & Tear
S32779,V11066,2022-10-11,Transmission,0.0,Leakage
S32780,V10184,2022-04-10,Transmission,13948.0,Overheating
S32781,V10117,2023-02-10,Battery,8621.0,Leakage
S32782,V10590,2023-02-19,Brake Pad,1839.0,Malfunction
S32783,V13551,2023-11-10,Suspension,1357.0,Malfunction
S32784,V15064,2022-07-02,Transmission,1829.0,Discharge
S32785,V16620,2022-11-10,Suspension,7149.0,Wear & Tear
S32786,V15014,2024-01-06,Battery,13834.0,Discharge
S32787,V11128,2023-04-29,AC,0.0,Leakage
S32788,V14163,2022-10-21,Transmission,6611.0,Wear & Tear
S32789,V10806,2022-03-11,AC,13626.0,Overheating
S32790,V18427,2024-08-18,Engine,13205.0,Leakage
S32791,V10078,2024-06-11,Battery,9645.0,Discharge
S32792,V12563,2023-01-11,Engine,9398.0,Malfunction
S32793,V18788,2022-10-12,Transmission,5263.0,Overheating
S32794,V15492,2024-01-23,Transmission,3195.0,Discharge
S32795,V19748,2023-07-03,AC,1626.0,Overheating
S32796,V11162,2024-07-04,Suspension,13493.0,Leakage
S32797,V15661,2024-03-11,Engine,9045.0,Discharge
S32798,V17765,2023-09-19,AC,4685.0,Leakage
S32799,V15035,2023-06-25,Suspension,6039.0,Leakage
S32800,V15034,2023-06-14,Transmission,6082.0,Wear & Tear
S32801,V14376,2022-10-18,Engine,5358.0,Malfunction
S32802,V13626,2022-01-31,Transmission,7896.0,Overheating
S32803,V16763,2024-01-28,Engine,4678.0,Overheating
S32804,V14719,2023-08-01,Battery,13066.0,Discharge
S32805,V18293,2023-09-07,Transmission,7962.0,Overheating
S32806,V13124,2023-10-20,Transmission,14334.0,Leakage
