vehicle_id,model,year,mileage,region
V12644,AutoMax,2020,13219.0,South
V12645,SpeedX,2020,30227.0,SOUTH
V12646,EcoDrive,2019,24186.0,East
V12647,UrbanGo,2023,5013.0,South
V12648,SpeedX,2022,67721.0,West
V12649,AutoMax,2015,63560.0,West
V12650,TurboPro,2015,108165.0,south zone
V12651,SpeedX,2019,27806.0,North
V12652,AutoMax,2023,64641.0,SOUTH
V12653,TurboPro,2022,71991.0,SOUTH
V12654,UrbanGo,2021,85447.0,North
V12655,AutoMax,2016,115265.0,South
V12656,AutoMax,2021,115423.0,south zone
V12657,SpeedX,2022,20360.0,south zone
V12658,UrbanGo,2023,89188.0,SOUTH
V12659,SpeedX,2021,71984.0,SOUTH
V12660,AutoMax,2022,35809.0,North
V12661,UrbanGo,2015,51266.0,south zone
V12662,EcoDrive,2023,63952.0,West
V12663,TurboPro,2019,21151.0,SOUTH
V12664,AutoMax,2015,28264.0,North
V12665,AutoMax,2022,,SOUTH
V12666,UrbanG,2022,24398.0,North
V12667,TurboPro,2018,22490.0,south zone
V12668,TurboPro,2022,35622.0,North
V12669,AutoMax,2018,78852.0,West
V12670,AutoMax,2019,32249.0,south zone
V12671,EcoDrive,2019,70047.0,South
V12672,AutoMax,2022,86653.0,south zone
V12673,AutoMax,2022,87089.0,East
V12674,UrbanGo,2021,,North
V12675,UrbanGo,2021,10374.0,North
V12676,UrbanGo,2016,93602.0,South
V12677,SpeedX,2019,16524.0,SOUTH
V12678,UrbanGo,2022,99879.0,south zone
V12679,AutoMax,2022,109547.0,SOUTH
V12680,TurboPro,2022,43617.0,south zone
V12681,UrbanGo,2022,86199.0,south zone
V12682,EcoDrive,2022,25433.0,North
V12683,SpeedX,2022,76899.0,SOUTH
V12684,SpeedX,2023,67379.0,North
V12685,EcoDrive,2020,59486.0,West
V12686,EcoDrive,2021,72498.0,south zone
V12687,UrbanGo,2023,96184.0,South
V12688,UrbanGo,2020,92684.0,south zone
V12689,TurboPro,2016,67643.0,SOUTH
V12690,SpeedX,2015,39036.0,North
V12691,EcoDrive,2018,31627.0,West
V12692,UrbanGo,2020,26005.0,North
V12693,EcoDrive,2021,108640.0,North
V12694,SpeedX,2023,74495.0,North
V12695,TurboPro,2022,31748.0,North
V12696,EcoDrive,2022,16986.0,south zone
V12697,AutoMax,2016,,North
V12698,UrbanGo,2018,90521.0,SOUTH
V12699,EcoDrive,2023,5950.0,South
V12700,TurboPro,2018,57448.0,South
V12701,TurboPro,2020,90142.0,south zone
V12702,TurboPro,2021,28977.0,West
V12703,TurboPro,2023,78512.0,SOUTH
V12704,SpeedX,2017,24906.0,south zone
V12705,SpeedX,2021,69011.0,south zone
V12706,SpeedX,2020,78478.0,West
V12707,UrbanGo,2017,31772.0,West
V12708,AutoMax,2016,26089.0,SOUTH
V12709,EcoDrive,2022,21383.0,South
V12710,UrbanGo,2016,119128.0,North
V12711,EcoDrive,2015,73622.0,East
V12712,UrbanGo,2021,36060.0,North
V12713,SpeedX,2022,55516.0,SOUTH
V12714,AutoMax,2018,103302.0,North
V12715,UrbanGo,2023,70986.0,south zone
V12716,AutoMax,2020,54533.0,south zone
V12717,UrbanGo,2018,103227.0,south zone
V12718,EcoDrive,2020,,North
V12719,AutoMax,2022,89922.0,south zone
V12720,TurboPro,2020,102868.0,south zone
V12721,SpeedX,2021,71559.0,South
V12722,SpeedX,2020,91653.0,south zone
V12723,AutoMax,2015,80280.0,West
V12724,EcoDrive,2022,12208.0,SOUTH
V12725,EcoDrive,2015,69882.0,North
V12726,UrbanGo,2023,46476.0,South
V12727,TurboPro,2017,99854.0,North
V12728,EcoDrive,2019,21040.0,North
V12729,AutoMax,2021,72256.0,South
V12730,EcoDrive,2015,6060.0,East
V12731,UrbanGo,2022,57991.0,East
V12732,TurboPro,2017,31425.0,South
V12733,SpeedX,2015,16982.0,West
V12734,TurboPro,2019,26833.0,East
V12735,TurboPro,2018,62666.0,SOUTH
V12736,AutoMax,2017,86616.0,south zone
V12737,TurboPro,2023,71882.0,SOUTH
V12738,UrbanGo,2019,34603.0,West
V12739,TurboPro,2023,79624.0,North
V12740,EcoDrive,2017,40634.0,south zone
V12741,EcoDrive,2023,34343.0,West
V12742,EcoDrive,2015,21274.0,East
V12743,EcoDrive,2017,67141.0,North
V12744,TurboPro,2020,43287.0,South
V12745,UrbanGo,2023,103757.0,North
V12746,EcoDrive,2015,91109.0,SOUTH
V12747,TurboPro,2021,10856.0,North
V12748,TurboPro,2015,11587.0,SOUTH
V12749,AutoMax,2021,39432.0,South
V12750,TurboPro,2016,88498.0,south zone
V12751,AutoMax,2015,52750.0,North
V12752,AutoMax,2022,113272.0,West
V12753,UrbanGo,2021,12580.0,North
V12754,UrbanGo,2021,29112.0,North
V12755,SpeedX,2019,23134.0,East
V12756,UrbanGo,2023,91356.0,East
V12757,TurboPro,2020,24629.0,North
V12758,EcoDrive,2015,61321.0,south zone
V12759,SpeedX,2016,93248.0,North
V12760,EcoDrive,2023,89596.0,North
V12761,EcoDrive,2022,77391.0,East
V12762,SpeedX,2017,58437.0,south zone
V12763,AutoMax,2022,,South
V12764,AutoMax,2020,,SOUTH
V12765,SpeedX,2023,,West
V12766,SpeedX,2020,104314.0,SOUTH
V12767,TurboPro,2022,14420.0,West
V12768,TurboPro,2016,39077.0,North
V12769,EcoDrive,2023,84832.0,North
V12770,TurboPro,2023,78477.0,East
V12771,UrbanGo,2019,74122.0,East
V12772,SpeedX,2019,69771.0,South
V12773,UrbanGo,2022,118565.0,North
V12774,TurboPro,2018,97480.0,south zone
V12775,SpeedX,2018,90222.0,East
V12776,AutoMax,2019,5965.0,East
V12777,UrbanGo,2016,117577.0,SOUTH
V12778,AutoMax,2023,84679.0,East
V12779,AutoMax,2022,79371.0,SOUTH
V12780,SpeedX,2017,80900.0,North
V12781,AutoMax,2019,,East
V12782,TurboPro,2019,34448.0,North
V12783,UrbanGo,2016,39508.0,South
V12784,UrbanGo,2016,96730.0,North
V12785,EcoDrive,2023,88737.0,SOUTH
V12786,AutoMax,2022,56713.0,SOUTH
V12787,SpeedX,2018,38605.0,south zone
V12788,TurboPro,2021,111470.0,SOUTH
V12789,EcoDrive,2021,20650.0,East
V12790,UrbanGo,2019,63573.0,East
V12791,EcoDrive,2018,14690.0,south zone
V12792,AutoMax,2019,9006.0,SOUTH
V12793,SpeedX,2020,113606.0,South
V12794,AutoMax,2015,16077.0,North
V12795,TurboPro,2021,45119.0,East
V12796,TurboPro,2019,86741.0,SOUTH
V12797,AutoMax,2016,108014.0,South
V12798,AutoMax,2022,64268.0,North
V12799,AutoMax,2022,77771.0,south zone
V12800,TurboPro,2023,54082.0,South
V12801,TurboPro,2021,11412.0,North
V12802,UrbanGo,2017,112883.0,south zone
V12803,SpeedX,2015,14954.0,West
V12804,TurboPro,2023,71858.0,South
V12805,TurboPro,2023,87912.0,North
V12806,TurboPro,2021,32645.0,East
V12807,SpeedX,2015,41529.0,West
V12808,UrbanGo,2016,117194.0,SOUTH
V12809,SpeedX,2022,89039.0,South
V12810,TurboPro,2021,44254.0,SOUTH
V12811,UrbanGo,2019,96264.0,south zone
V12812,UrbanGo,2017,85864.0,south zone
V12813,AutoMax,2023,55678.0,south zone
V12814,UrbanGo,2018,94742.0,south zone
V12815,AutoMax,2016,,West
V12816,EcoDrive,2015,56876.0,South
V12817,EcoDrive,2015,67916.0,West
V12818,SpeedX,2023,,East
V12819,UrbanGo,2019,53140.0,South
V12820,UrbanGo,2021,103210.0,SOUTH
V12821,Speed,2016,75454.0,East
V12822,EcoDrive,2022,78803.0,South
V12823,SpeedX,2021,28800.0,East
V12824,AutoMax,2019,95697.0,North
V12825,TurboPro,2023,23484.0,South
V12826,EcoDrive,2018,17143.0,South
V12827,TurboPro,2017,106279.0,East
V12828,SpeedX,2021,75626.0,South
V12829,EcoDrive,2018,112977.0,East
V12830,AutoMax,2015,15018.0,south zone
V12831,SpeedX,2020,16748.0,West
V12832,AutoMax,2019,29441.0,south zone
V12833,EcoDrive,2022,104659.0,South
V12834,TurboPro,2021,95462.0,south zone
V12835,EcoDrive,2017,113272.0,West
V12836,EcoDrive,2017,10193.0,East
V12837,TurboPro,2023,22256.0,South
V12838,TurboPro,2020,,SOUTH
V12839,TurboPro,2018,25800.0,East
V12840,AutoMax,2021,42385.0,North
V12841,AutoMax,2017,15915.0,West
V12842,UrbanGo,2017,96879.0,south zone
V12843,UrbanGX,2021,115274.0,West
V12844,UrbanGo,2020,6870.0,West
V12845,TurboPro,2023,86655.0,East
V12846,UrbanGo,2018,103896.0,East
V12847,AutoMax,2015,13181.0,south zone
V12848,SpeedX,2023,114821.0,South
V12849,TurboPro,2020,43676.0,South
V12850,TurboPro,2018,91114.0,West
V12851,SpeedX,2020,14573.0,south zone
V12852,AutoMax,2016,118640.0,south zone
V12853,AutoMax,2017,56791.0,North
V12854,AutoMax,2023,32359.0,SOUTH
V12855,TurboPro,2019,76460.0,North
V12856,EcoDrive,2020,46322.0,East
V12857,AutoMax,2017,105238.0,SOUTH
V12858,TurboPro,2017,81718.0,south zone
V12859,UrbanGo,2022,,West
V12860,AutoMax,2022,53754.0,south zone
V12861,UrbanGo,2021,52340.0,North
V12862,SpeedX,2015,8915.0,North
V12863,AutoMax,2018,65307.0,East
V12864,SpeedX,2023,87656.0,West
V12865,AutoMax,2017,110217.0,West
V12866,TurboPro,2019,31934.0,East
V12867,EcoDrive,2019,46737.0,West
V12868,AutoMax,2018,92066.0,East
V12869,TurboPro,2020,35091.0,south zone
V12870,UrbanGo,2020,54861.0,SOUTH
V12871,UrbanGo,2019,22895.0,South
V12872,EcoDrive,2016,10940.0,East
V12873,EcoDrive,2017,27151.0,SOUTH
V12874,EcoDrive,2018,57360.0,South
V12875,EcoDrive,2016,80614.0,South
V12876,EcoDrive,2020,70239.0,West
V12877,SpeedX,2021,57751.0,West
V12878,UrbanGo,2019,82776.0,South
V12879,UrbanGo,2020,35179.0,North
V12880,SpeedX,2021,46371.0,south zone
V12881,SpeedX,2018,15056.0,south zone
V12882,UrbanGo,2018,80324.0,south zone
V12883,UrbanGo,2019,25671.0,South
V12884,UrbanGo,2023,116731.0,East
V12885,EcoDrive,2022,6668.0,East
V12886,SpeedX,2018,94185.0,North
V12887,SpeedX,2017,111196.0,south zone
V12888,TurboPro,2018,94924.0,East
V12889,UrbanGo,2019,84569.0,West
V12890,AutoMax,2016,70823.0,North
V12891,UrbanGo,2018,109676.0,SOUTH
V12892,TurboPro,2022,37494.0,North
V12893,AutoMax,2020,37083.0,south zone
V12894,SpeedX,2021,16486.0,SOUTH
V12895,EcoDrive,2017,28358.0,SOUTH
V12896,EcoDrive,2021,53701.0,West
V12897,TurboPro,2022,21971.0,West
V12898,SpeedX,2021,90195.0,North
V12899,TurboPro,2017,75616.0,SOUTH
V12900,AutoMax,2015,104607.0,south zone
V12901,UrbanGo,2019,68095.0,North
V12902,TurboPro,2020,38315.0,North
V12903,AutoMax,2016,79211.0,south zone
V12904,TurboPro,2015,100224.0,West
V12905,AutoMax,2018,82953.0,West
V12906,UrbanGo,2017,,south zone
V12907,TurboPro,2021,38105.0,North
V12908,TurboPro,2022,60495.0,East
V12909,AutoMax,2022,117158.0,West
V12910,TurboPro,2016,6593.0,South
V12911,SpeedX,2016,69238.0,East
V12912,EcoDrive,2020,92029.0,North
V12913,SpeedX,2016,89090.0,south zone
V12914,TurboPro,2017,21259.0,East
V12915,AutoMax,2015,,South
V12916,AutoMax,2020,23825.0,North
V12917,SpeedX,2017,,SOUTH
V12918,SpeedX,2021,108123.0,south zone
V12919,UrbanGo,2018,59500.0,South
V12920,TurboPro,2022,102637.0,SOUTH
V12921,EcoDrive,2021,92437.0,North
V12922,SpeedX,2016,33856.0,SOUTH
V12923,SpeedX,2021,119492.0,West
V12924,TurboPro,2021,36677.0,South
V12925,UrbanGo,2021,116782.0,south zone
V12926,TurboPro,2019,72177.0,West
V12927,EcoDrive,2016,91064.0,South
V12928,UrbanGo,2018,57377.0,North
V12929,EcoDrive,2018,79355.0,SOUTH
V12930,UrbanGo,2017,82137.0,West
V12931,SpeedX,2021,67083.0,SOUTH
V12932,EcoDrive,2022,53417.0,East
V12933,SpeedX,2022,60765.0,North
V12934,AutoMax,2015,,East
V12935,SpeedX,2021,111590.0,East
V12936,AutoMax,2020,71797.0,East
V12937,TurboPro,2019,9005.0,South
V12938,AutoMax,2022,80271.0,SOUTH
V12939,AutoMax,2015,77910.0,South
V12940,UrbanGo,2022,20439.0,South
V12941,AutoMax,2020,73654.0,SOUTH
V12942,SpeedX,2019,17203.0,South
V12943,TurboPro,2015,114940.0,south zone
V12944,SpeedX,2020,115796.0,SOUTH
V12945,TurboPro,2019,91912.0,SOUTH
V12946,AutoMax,2023,46348.0,West
V12947,EcoDrive,2018,67451.0,East
V12948,EcoDrive,2018,49380.0,SOUTH
V12949,AutoMax,2018,22621.0,West
V12950,TurboPro,2016,12220.0,West
V12951,UrbanGo,2021,105448.0,North
V12952,SpeedX,2016,40532.0,south zone
V12953,UrbanGo,2018,116753.0,SOUTH
V12954,UrbanGo,2022,107615.0,South
V12955,UrbanGo,2023,37598.0,South
V12956,AutoMaX,2019,98279.0,SOUTH
V12957,UrbanGo,2019,79271.0,SOUTH
V12958,TurboPro,2017,7910.0,south zone
V12959,TurboPro,2016,66187.0,SOUTH
V12960,EcoDrive,2018,72234.0,West
V12961,AutoMax,2022,81892.0,SOUTH
V12962,SpeedX,2022,10951.0,West
V12963,EcoDrive,2015,58937.0,North
V12964,UrbanGo,2018,92508.0,West
V12965,SpeedX,2018,53610.0,South
V12966,TurboPro,2018,63448.0,South
V12967,EcoDrive,2015,30878.0,East
V12968,UrbanGo,2023,96965.0,East
V12969,TurboPro,2016,47644.0,West
V12970,EcoDrive,2015,60158.0,South
V12971,TurboPro,2018,104475.0,West
V12972,UrbanGo,2018,109165.0,East
V12973,EcoDrive,2017,94285.0,south zone
V12974,SpeedX,2017,31687.0,West
V12975,EcoDrive,2023,106923.0,SOUTH
V12976,UrbanGo,2021,85122.0,SOUTH
V12977,AutoMax,2018,7554.0,West
V12978,SpeedX,2016,87947.0,North
V12979,EcoDrive,2016,117167.0,south zone
V12980,UrbanGo,2020,12243.0,West
V12981,AutoMax,2019,83123.0,South
V12982,SpeedX,2016,,East
V12983,SpeedX,2018,111984.0,East
V12984,TurboPro,2018,48635.0,West
V12985,TurboPro,2017,100366.0,South
V12986,TurboPr,2016,99619.0,south zone
V12987,TurboPro,2022,37227.0,East
V12988,EcoDrive,2017,7568.0,south zone
V12989,EcoDrive,2017,,south zone
V12990,AutoMax,2015,119839.0,south zone
V12991,SpeedX,2018,72668.0,West
V12992,UrbanGo,2022,117712.0,East
V12993,AutoMa,2018,26081.0,North
V12994,TurboPro,2015,39468.0,south zone
V12995,EcoDrive,2022,100712.0,North
V12996,UrbanGo,2022,10717.0,West
V12997,TurboPro,2017,46558.0,East
V12998,TurboPro,2023,79796.0,South
V12999,UrbanGo,2019,21265.0,South
V13000,TurboPro,2023,47786.0,South
V13001,AutoMax,2018,77011.0,South
V13002,TurboPro,2021,73287.0,North
V13003,TurboPro,2019,39861.0,East
V13004,UrbanGo,2023,114681.0,West
V13005,UrbanGo,2020,15315.0,South
V13006,TurboPro,2017,8263.0,East
V13007,EcoDrive,2018,,south zone
V13008,AutoMax,2016,22628.0,West
V13009,EcoDrive,2023,56353.0,North
V13010,UrbanGo,2016,48167.0,North
V13011,UrbanGo,2019,73552.0,South
V13012,SpeedX,2021,109909.0,West
V13013,EcoDrive,2015,46288.0,North
V13014,SpeedX,2017,25056.0,south zone
V13015,AutoMax,2016,106549.0,South
V13016,AutoMaX,2015,80429.0,SOUTH
V13017,SpeedX,2019,19891.0,East
V13018,TurboPro,2020,47683.0,south zone
V13019,SpeedX,2019,87127.0,south zone
V13020,TurboPro,2020,114058.0,West
V13021,SpeedX,2021,,North
V13022,TurboPro,2016,84747.0,South
V13023,AutoMax,2019,72488.0,North
V13024,AutoMax,2018,54273.0,West
V13025,UrbanGo,2016,87519.0,West
V13026,AutoMax,2019,53472.0,North
V13027,SpeedX,2023,18138.0,North
V13028,SpeedX,2021,82634.0,West
V13029,AutoMax,2016,80745.0,South
V13030,TurboPrX,2018,92500.0,SOUTH
V13031,EcoDrive,2022,13688.0,south zone
V13032,AutoMax,2020,57105.0,South
V13033,EcoDrive,2021,90260.0,south zone
V13034,EcoDrive,2022,90132.0,south zone
V13035,AutoMax,2018,62184.0,south zone
V13036,SpeedX,2017,69624.0,North
V13037,UrbanGo,2022,51489.0,North
V13038,SpeedX,2017,56245.0,South
V13039,TurboPro,2016,9755.0,East
V13040,SpeedX,2016,32651.0,SOUTH
V13041,EcoDrive,2017,47741.0,West
V13042,TurboPro,2019,33180.0,SOUTH
V13043,TurboPro,2018,30615.0,South
V13044,TurboPro,2015,86369.0,East
V13045,SpeedX,2015,29193.0,SOUTH
V13046,SpeedX,2022,9086.0,South
V13047,EcoDrive,2016,48241.0,south zone
V13048,UrbanGo,2018,55850.0,North
V13049,AutoMax,2017,15749.0,South
V13050,TurboPro,2018,17867.0,North
V13051,AutoMax,2015,119767.0,South
V13052,UrbanGo,2021,48072.0,East
V13053,EcoDrive,2016,6636.0,North
V13054,UrbanGo,2016,59186.0,south zone
V13055,AutoMax,2017,,south zone
V13056,UrbanGo,2018,74464.0,North
V13057,UrbanGo,2020,78586.0,SOUTH
V13058,SpeedX,2020,57207.0,South
V13059,UrbanGo,2019,48856.0,North
V13060,EcoDrive,2017,48390.0,East
V13061,EcoDrive,2017,97103.0,East
V13062,AutoMax,2022,116673.0,West
V13063,SpeedX,2022,15824.0,West
V13064,SpeedX,2023,29640.0,SOUTH
V13065,AutoMax,2015,66501.0,West
V13066,UrbanGo,2018,49476.0,SOUTH
V13067,UrbanGo,2015,116073.0,West
V13068,AutoMax,2018,,South
V13069,EcoDrive,2015,79548.0,SOUTH
V13070,UrbanGo,2023,19343.0,West
V13071,TurboPro,2017,14282.0,south zone
V13072,SpeedX,2022,7573.0,SOUTH
V13073,EcoDrive,2022,48946.0,SOUTH
V13074,SpeedX,2023,18031.0,North
V13075,EcoDrive,2019,98814.0,south zone
V13076,EcoDrive,2018,50849.0,West
V13077,TurboPro,2023,,SOUTH
V13078,AutoMax,2021,42364.0,South
V13079,AutoMax,2015,51035.0,North
V13080,SpeedX,2018,51174.0,South
V13081,AutoMax,2019,70344.0,West
V13082,TurboPro,2018,55899.0,West
V13083,EcoDrive,2016,109331.0,East
V13084,SpeedX,2023,79415.0,East
V13085,UrbanGo,2023,70970.0,South
V13086,UrbanGX,2016,,south zone
V13087,UrbanGo,2018,18747.0,West
V13088,EcoDrive,2016,118707.0,West
V13089,TurboPro,2016,18735.0,south zone
V13090,TurboPro,2018,111546.0,North
V13091,SpeedX,2019,60003.0,East
V13092,EcoDrive,2017,76287.0,SOUTH
V13093,AutoMax,2020,48429.0,North
V13094,AutoMax,2021,76292.0,North
V13095,UrbanGo,2016,20884.0,North
V13096,SpeedX,2016,15957.0,South
V13097,UrbanGo,2023,107657.0,SOUTH
V13098,AutoMax,2021,76514.0,SOUTH
V13099,UrbanGo,2018,69027.0,North
V13100,UrbanGo,2017,28362.0,West
V13101,AutoMax,2021,8500.0,South
V13102,UrbanGo,2018,50197.0,south zone
V13103,AutoMax,2016,56073.0,South
V13104,UrbanGo,2022,19805.0,East
V13105,SpeedX,2021,37656.0,SOUTH
V13106,TurboPro,2022,88397.0,SOUTH
V13107,EcoDrive,2018,119721.0,East
V13108,AutoMax,2021,28952.0,SOUTH
V13109,UrbanGo,2016,89479.0,south zone
V13110,UrbanGo,2022,66044.0,East
V13111,SpeedX,2021,78261.0,South
V13112,SpeedX,2021,60429.0,SOUTH
V13113,UrbanGo,2023,101453.0,East
V13114,EcoDrive,2020,54732.0,East
V13115,EcoDrive,2023,28541.0,North
V13116,AutoMax,2022,27765.0,East
V13117,EcoDriv,2020,73715.0,West
V13118,UrbanGo,2023,111585.0,SOUTH
V13119,SpeedX,2019,28780.0,south zone
V13120,AutoMax,2023,63916.0,South
V13121,UrbanGo,2017,101818.0,North
V13122,TurboPro,2020,119920.0,East
V13123,EcoDrive,2023,105032.0,West
V13124,TurboPro,2019,63023.0,East
V13125,UrbanGo,2016,50153.0,South
V13126,SpeedX,2023,52016.0,East
V13127,SpeedX,2017,72732.0,SOUTH
V13128,SpeedX,2018,70433.0,East
V13129,AutoMax,2021,47092.0,South
V13130,UrbanGo,2020,18378.0,South
V13131,UrbanGX,2020,94612.0,SOUTH
V13132,TurboPro,2016,29170.0,South
V13133,EcoDrive,2020,101816.0,SOUTH
V13134,EcoDrive,2020,118453.0,East
V13135,SpeedX,2020,82593.0,East
V13136,EcoDrive,2015,58505.0,West
V13137,TurboPro,2018,9076.0,West
V13138,AutoMax,2017,14172.0,south zone
V13139,TurboPro,2020,77071.0,SOUTH
V13140,AutoMax,2019,104599.0,North
V13141,SpeedX,2020,83352.0,SOUTH
V13142,SpeedX,2015,89819.0,south zone
V13143,TurboPro,2020,75913.0,south zone
V13144,UrbanGo,2015,38873.0,SOUTH
V13145,TurboPro,2019,19154.0,south zone
V13146,EcoDrive,2015,38101.0,North
V13147,EcoDrive,2021,14204.0,North
V13148,TurboPro,2018,92313.0,West
V13149,UrbanGo,2018,35866.0,south zone
V13150,TurboPro,2019,,West
V13151,AutoMax,2018,24592.0,South
V13152,EcoDrive,2015,38359.0,West
V13153,UrbanGo,2017,46847.0,south zone
V13154,UrbanGo,2019,55622.0,West
V13155,UrbanGo,2015,50973.0,South
V13156,EcoDrive,2020,81409.0,North
V13157,UrbanGo,2017,108272.0,North
V13158,TurboPro,2020,74411.0,SOUTH
V13159,TurboPro,2017,79982.0,East
V13160,SpeedX,2018,61414.0,West
V13161,EcoDrive,2022,65423.0,SOUTH
V13162,UrbanGo,2019,46827.0,South
V13163,AutoMax,2022,57885.0,North
V13164,TurboPro,2015,50909.0,East
V13165,EcoDrive,2023,64145.0,SOUTH
V13166,EcoDrive,2018,24720.0,East
V13167,UrbanGo,2018,51533.0,SOUTH
V13168,UrbanGo,2015,78373.0,North
V13169,TurboPro,2017,117555.0,South
V13170,EcoDrive,2021,88262.0,East
V13171,SpeedX,2015,37418.0,South
V13172,TurboPro,2018,23039.0,SOUTH
V13173,EcoDrive,2019,26898.0,south zone
V13174,TurboPro,2018,24123.0,East
V13175,UrbanGo,2017,80184.0,south zone
V13176,EcoDrive,2017,6577.0,SOUTH
V13177,TurboPro,2018,55586.0,South
V13178,EcoDrive,2019,8971.0,south zone
V13179,UrbanGo,2019,92880.0,West
V13180,TurboPro,2017,38534.0,North
V13181,TurboPro,2022,,West
V13182,UrbanGo,2017,66185.0,West
V13183,EcoDrive,2015,74419.0,south zone
V13184,SpeedX,2020,55350.0,East
V13185,UrbanGo,2021,63888.0,North
V13186,AutoMax,2018,90396.0,North
V13187,EcoDrive,2022,114878.0,East
V13188,UrbanGo,2019,107367.0,South
V13189,TurboPro,2021,23540.0,North
V13190,UrbanGo,2020,32399.0,South
V13191,EcoDrive,2021,117917.0,North
V13192,SpeedX,2022,16826.0,south zone
V13193,SpeedX,2016,104726.0,South
V13194,AutoMax,2019,64950.0,North
V13195,AutoMax,2017,69772.0,West
V13196,AutoMax,2021,116541.0,south zone
V13197,TurboPro,2022,39794.0,south zone
V13198,TurboPro,2016,98040.0,West
V13199,SpeedX,2023,,South
V13200,UrbanGo,2021,34317.0,South
V13201,AutoMax,2017,73345.0,SOUTH
V13202,TurboPro,2018,102270.0,South
V13203,EcoDrive,2016,36226.0,North
V13204,TurboPro,2021,86700.0,East
V13205,SpeedX,2023,62002.0,SOUTH
V13206,AutoMax,2017,51154.0,North
V13207,SpeedX,2021,39119.0,West
V13208,TurboPro,2022,35248.0,SOUTH
V13209,UrbanGo,2017,87480.0,North
V13210,TurboPro,2018,30233.0,North
V13211,SpeedX,2023,,South
V13212,UrbanGo,2021,26319.0,East
V13213,SpeedX,2015,43228.0,south zone
V13214,AutoMax,2019,119936.0,SOUTH
V13215,TurboPro,2019,116266.0,south zone
V13216,UrbanGo,2022,5017.0,south zone
V13217,AutoMaX,2017,60807.0,East
V13218,AutoMax,2020,119714.0,North
V13219,AutoMax,2017,119293.0,East
V13220,SpeedX,2019,118319.0,North
V13221,AutoMax,2015,83046.0,SOUTH
V13222,UrbanGo,2015,56999.0,SOUTH
V13223,UrbanGo,2021,99742.0,south zone
V13224,UrbanGX,2018,7167.0,West
V13225,UrbanGo,2019,29198.0,East
V13226,EcoDrive,2020,78763.0,South
V13227,SpeedX,2019,67937.0,South
V13228,EcoDrive,2021,43077.0,North
V13229,TurboPro,2022,32244.0,East
V13230,AutoMa,2019,25657.0,south zone
V13231,EcoDrive,2018,107958.0,South
V13232,EcoDrive,2015,93523.0,West
V13233,TurboPro,2017,105511.0,SOUTH
V13234,AutoMax,2023,34530.0,south zone
V13235,EcoDrive,2021,40137.0,South
V13236,EcoDrive,2019,55714.0,West
V13237,EcoDrive,2018,56558.0,West
V13238,SpeedX,2021,42527.0,SOUTH
V13239,EcoDrive,2017,75851.0,south zone
V13240,EcoDrive,2016,,East
V13241,AutoMax,2022,34637.0,West
V13242,TurboPro,2015,9439.0,South
V13243,TurboPro,2015,81994.0,south zone
V13244,SpeedX,2023,66418.0,East
V13245,SpeedX,2017,64692.0,South
V13246,SpeedX,2019,,south zone
V13247,EcoDrive,2016,112755.0,North
V13248,TurboPro,2019,70666.0,South
V13249,AutoMax,2018,26944.0,North
V13250,AutoMax,2019,90386.0,East
V13251,AutoMax,2017,55182.0,East
V13252,AutoMax,2018,113718.0,South
V13253,TurboPro,2022,68652.0,SOUTH
V13254,TurboPro,2021,54674.0,West
V13255,SpeedX,2017,12270.0,south zone
V13256,UrbanGo,2017,82129.0,North
V13257,EcoDrive,2022,16120.0,South
V13258,SpeedX,2016,69695.0,South
V13259,UrbanGo,2020,84432.0,East
V13260,SpeedX,2020,30514.0,SOUTH
V13261,SpeedX,2021,92192.0,South
V13262,AutoMax,2021,69942.0,south zone
V13263,AutoMax,2021,89120.0,South
V13264,AutoMax,2018,16778.0,south zone
V13265,EcoDrive,2016,81556.0,South
V13266,EcoDrive,2019,109418.0,East
V13267,AutoMax,2022,114654.0,South
V13268,SpeedX,2017,53514.0,South
V13269,EcoDrive,2018,96722.0,SOUTH
V13270,TurboPro,2020,51260.0,south zone
V13271,AutoMax,2023,16791.0,West
V13272,SpeedX,2018,6028.0,North
V13273,EcoDrive,2021,55849.0,West
V13274,SpeedX,2023,26788.0,south zone
V13275,AutoMax,2021,22298.0,West
V13276,SpeedX,2020,118996.0,south zone
V13277,TurboPro,2022,8745.0,North
V13278,EcoDrive,2019,34126.0,West
V13279,EcoDrive,2023,,SOUTH
V13280,UrbanGo,2016,89076.0,South
V13281,UrbanGo,2021,118609.0,North
V13282,SpeedX,2020,10677.0,South
V13283,TurboPro,2018,65015.0,SOUTH
V13284,EcoDrive,2015,95345.0,south zone
V13285,AutoMax,2022,13057.0,East
V13286,EcoDrive,2018,22476.0,south zone
V13287,TurboPro,2016,41558.0,South
V13288,UrbanGo,2016,19064.0,South
V13289,TurboPro,2015,20157.0,North
V13290,SpeedX,2023,68322.0,SOUTH
V13291,EcoDrive,2018,42769.0,West
V13292,SpeedX,2016,49723.0,West
V13293,AutoMax,2017,42894.0,North
V13294,SpeedX,2022,68719.0,West
V13295,AutoMax,2017,106702.0,East
V13296,UrbanGo,2015,91069.0,North
V13297,SpeedX,2016,16830.0,south zone
V13298,AutoMax,2018,44018.0,North
V13299,TurboPro,2023,65107.0,SOUTH
V13300,EcoDrive,2023,111676.0,East
V13301,EcoDrive,2017,102809.0,East
V13302,AutoMax,2015,61617.0,SOUTH
