service_id,vehicle_id,service_date,component_replaced,cost,issue_type
S25352,V10232,2023-12-21,Engine,6986,Wear & Tear
S25353,V16644,2022-07-10,Transmission,6973,Leakage
S25354,V10089,2024-02-03,Suspension,3989,Wear & Tear
S25355,V19678,2022-11-27,Suspension,13512,Overheating
S25356,V17245,2023-06-27,AC,9243,Wear & Tear
S25357,V10624,2023-01-21,AC,2147,Malfunction
S25358,V17980,2023-02-08,Suspension,11593,Malfunction
S25359,V13899,2024-06-10,Suspension,13187,Malfunction
S25360,V10712,2022-04-08,Brake Pad,13186,Discharge
S25361,V13632,2023-07-25,Suspension,3508,Leakage
S25362,V16129,2022-10-25,,4775,Wear & Tear
S25363,V13011,2022-07-12,AC,4905,Discharge
S25364,V14711,2023-07-18,Battery,5625,Overheating
S25365,V15171,2022-10-20,Transmission,1875,Malfunction
S25366,V11916,2024-07-04,Battery,7645,Leakage
S25367,V14230,2023-05-19,AC,1633,Wear & Tear
S25368,V10966,2023-01-28,Battery,4263,Leakage
S25369,V11986,2023-09-24,Suspension,3452,Wear & Tear
S25370,V12926,2023-01-14,Engine,14436,Malfunction
S25371,V18699,2023-07-22,Transmission,13116,Discharge
S25372,V10755,2024-04-11,Battery,6993,Discharge
S25373,V18337,2022-12-10,Brake Pad,3488,Overheating
S25374,V11146,2022-07-29,Engine,3615,Leakage
S25375,V14440,2024-07-24,Brake Pad,7124,Overheating
S25376,V17897,2023-07-14,Brake Pad,9132,Malfunction
S25377,V13222,2024-05-24,Battery,12307,Discharge
S25378,V10429,2023-08-23,AC,5722,Wear & Tear
S25379,V12687,2023-10-22,Brake Pad,12868,Leakage
S25380,V10407,2024-03-18,AC,6727,Malfunction
S25381,V12714,2024-05-04,Transmission,11680,Malfunction
S25382,V16571,2022-07-18,AC,14664,Discharge
S25383,V10184,2024-05-25,Battery,10054,Leakage
S25384,V16309,2024-06-15,Transmission,13830,Malfunction
S25385,V19349,2023-09-03,Battery,9978,Leakage
S25386,V13834,2023-08-17,Engine,12950,Discharge
S25387,V14721,2023-03-12,Brake Pad,11900,Leakage
S25388,V11313,2022-11-13,Suspension,11620,Discharge
S25389,V10202,2024-05-21,Suspension,4680,Overheating
S25390,V18972,2022-09-10,Engine,3735,Discharge
S25391,V12173,2023-01-20,Engine,14084,Malfunction
S25392,V17491,2024-09-15,Engine,11329,Overheating
S25393,V16773,2024-06-25,Battery,14238,Wear & Tear
S25394,V18796,2022-11-08,Battery,2201,Malfunction
S25395,V19563,2024-03-26,Brake Pad,7065,Leakage
S25396,V19584,2022-05-29,Transmission,2286,Discharge
S25397,V19347,2023-08-14,Transmission,2014,Wear & Tear
S25398,V10642,2022-07-22,Transmission,8462,Malfunction
S25399,V14420,2024-06-09,Battery,5047,Malfunction
S25400,V11569,2022-11-14,Brake Pad,12087,Overheating
S25401,V10840,2022-10-29,Transmission,14039,Overheating
S25402,V18366,2024-09-03,Transmission,8495,Overheating
S25403,V13045,2024-07-12,Battery,2479,Leakage
S25404,V16564,2024-06-16,Transmission,4399,Leakage
S25405,V14303,2023-07-04,Brake Pad,11267,Discharge
S25406,V11739,2023-05-05,AC,5874,Malfunction
S25407,V11507,2023-10-09,Battery,3602,Malfunction
S25408,V14374,2024-04-03,Battery,6174,Overheating
S25409,V13159,2024-07-19,Engine,11733,Overheating
S25410,V10511,2024-09-08,Suspension,7202,Overheating
S25411,V19949,2023-01-11,Engine,9429,Overheating
S25412,V14662,2023-05-19,Battery,11836,Wear & Tear
S25413,V16080,2023-07-06,Battery,2293,Malfunction
S25414,V19214,2022-05-14,Brake Pad,1686,Malfunction
S25415,V19545,2024-06-17,Engine,9031,Overheating
S25416,V16037,2023-10-27,AC,12783,Wear & Tear
S25417,V16816,2023-12-04,Engine,12821,Malfunction
S25418,V12944,2022-05-22,Engine,2919,Overheating
S25419,V12789,2022-11-26,Suspension,-3172,Overheating
S25420,V13213,2024-06-01,Brake Pad,12392,Overheating
S25421,V10135,2022-11-08,AC,5604,Discharge
S25422,V10511,2023-10-03,Brake Pad,9824,Overheating
S25423,V13608,2024-08-17,Engine,11064,Wear & Tear
S25424,V14842,2024-03-09,Engine,14789,Overheating
S25425,V17526,2023-09-23,Battery,4496,Malfunction
S25426,V10861,2022-05-21,Engine,5469,Discharge
S25427,V13527,2022-10-28,AC,3450,Leakage
S25428,V11740,2023-01-26,AC,13013,Wear & Tear
S25429,V14367,2023-11-26,Transmission,6153,Overheating
S25430,V14102,2024-08-22,Battery,11162,Discharge
S25431,V17374,2022-05-14,Brake Pad,13649,Wear & Tear
S25432,V10210,2024-01-14,Engine,6774,Leakage
S25433,V10826,2024-06-16,Engine,1427,Wear & Tear
S25434,V10118,2024-04-21,Battery,14078,Discharge
S25435,V15725,2024-01-10,AC,4774,Wear & Tear
S25436,V10709,2023-01-04,Brake Pad,1723,Wear & Tear
S25437,V18045,2022-10-04,Brake Pad,6264,Discharge
S25438,V13517,2022-05-05,Suspension,1518,Leakage
S25439,V14563,2023-05-10,Brake Pad,11966,Malfunction
S25440,V11712,2023-07-21,Battery,9202,Wear & Tear
S25441,V18836,2024-05-15,Battery,9564,Overheating
S25442,V10897,2023-12-29,AC,11079,Malfunction
S25443,V14904,2024-06-15,AC,6375,Overheating
S25444,V10279,2023-08-27,AC,9136,Wear & Tear
S25445,V16765,2024-02-04,Engine,7492,Overheating
S25446,V15793,2022-01-23,Transmission,10050,Leakage
S25447,V15038,2023-05-13,AC,13145,Malfunction
S25448,V12689,2022-10-27,Battery,14093,Discharge
S25449,V12818,2022-10-26,Transmission,11565,Overheating
S25450,V12117,2022-09-23,Suspension,9067,Discharge
S25451,V18765,2022-01-08,Engine,14705,Malfunction
S25452,V15362,2022-05-22,Battery,1355,Discharge
S25453,V17935,2022-08-26,Suspension,14287,Discharge
S25454,V15598,2022-04-29,Brake Pad,12789,Leakage
S25455,V18236,2022-01-15,Transmission,11393,Leakage
S25456,V11358,2023-03-08,AC,14126,Malfunction
S25457,V11721,2022-02-08,Battery,5591,Malfunction
S25458,V10815,2022-02-23,Suspension,7364,Overheating
S25459,V16265,2023-01-01,Transmission,3051,Overheating
S25460,V12848,2022-09-21,AC,4512,Leakage
S25461,V14331,2022-08-23,Battery,2168,Malfunction
S25462,V18854,2022-07-13,AC,7397,Overheating
S25463,V12788,2024-03-02,Brake Pad,13796,Malfunction
S25464,V14663,2024-09-22,Transmission,1678,Overheating
S25465,V13304,2022-04-05,Battery,7082,Malfunction
S25466,V13207,2022-02-18,Suspension,-494,Overheating
S25467,V12405,2023-01-11,Brake Pad,14983,Discharge
S25468,V10829,2024-06-01,Suspension,13448,Malfunction
S25469,V13107,2023-05-06,Suspension,2343,Overheating
S25470,V12082,2022-11-14,Suspension,14642,Overheating
S25471,V18447,2024-04-25,Transmission,5803,Overheating
S25472,V18079,2022-04-13,Suspension,2004,Malfunction
S25473,V11619,2022-12-16,Suspension,3136,Wear & Tear
S25474,V15715,2023-01-14,Brake Pad,12910,Discharge
S25475,V18297,2024-05-25,AC,5021,Discharge
S25476,V11525,2024-08-08,Engine,14953,Wear & Tear
S25477,V13829,2023-01-03,AC,3893,Wear & Tear
S25478,V16923,2023-06-24,Suspension,7361,Leakage
S25479,V18758,2023-12-09,Engine,13035,Leakage
S25480,V19483,2023-09-15,Brake Pad,7121,Malfunction
S25481,V17032,2023-12-24,Brake Pad,5576,Malfunction
S25482,V15168,2022-04-05,Suspension,5554,Leakage
S25483,V17961,2022-01-26,AC,-502,Leakage
S25484,V10970,2023-10-08,Suspension,10147,Discharge
S25485,V17017,2023-02-12,Engine,4652,Discharge
S25486,V18535,2022-11-17,Brake Pad,6794,Wear & Tear
S25487,V19254,2022-11-05,Engine,8410,Malfunction
S25488,V17029,2023-08-09,Battery,11877,Wear & Tear
S25489,V16952,2023-01-15,Transmission,5400,Malfunction
S25490,V14014,2022-09-25,Battery,12601,Wear & Tear
S25491,V11285,2022-07-10,Suspension,7487,Wear & Tear
S25492,V17953,2023-10-26,Engine,12039,Wear & Tear
S25493,V14882,2023-06-29,Suspension,14063,Overheating
S25494,V19516,2023-05-09,Engine,8478,Leakage
S25495,V10084,2022-01-31,Suspension,14289,Wear & Tear
S25496,V12457,2023-10-12,Brake Pad,10774,Overheating
S25497,V12225,2023-02-04,AC,5059,Discharge
S25498,V10534,2022-09-07,Engine,12240,Wear & Tear
S25499,V12241,2022-06-17,Battery,3646,Leakage
S25500,V18697,2023-02-03,Brake Pad,10025,Wear & Tear
S25501,V12753,2022-12-17,Transmission,4963,Discharge
S25502,V13692,2024-06-12,Battery,12036,Malfunction
S25503,V13456,2024-03-06,Brake Pad,11732,Discharge
S25504,V15961,2024-06-22,Transmission,2380,Leakage
S25505,V15276,2023-03-04,AC,11655,Discharge
S25506,V10551,2023-01-28,,3763,Leakage
S25507,V15031,2023-02-20,Transmission,3369,Wear & Tear
S25508,V17035,2023-12-14,Transmission,9214,Discharge
S25509,V19174,2024-07-26,AC,7815,Overheating
S25510,V18974,2024-01-29,Transmission,14687,Leakage
S25511,V11809,2024-04-30,Suspension,10888,Discharge
S25512,V18614,2023-08-26,Suspension,7924,Overheating
S25513,V14204,2023-04-12,Brake Pad,10960,Leakage
S25514,V19796,2023-02-17,Suspension,12866,Leakage
S25515,V13177,2022-03-31,Engine,3180,Wear & Tear
S25516,V11117,2024-05-31,Engine,9983,Overheating
S25517,V19396,2023-01-04,Engine,7229,Discharge
S25518,V16404,2022-04-10,Transmission,8042,Wear & Tear
S25519,V12330,2023-09-20,Engine,10809,Wear & Tear
S25520,V19306,2023-09-01,Transmission,6346,Leakage
S25521,V18139,2022-02-16,Battery,8473,Overheating
S25522,V18102,2022-09-05,Brake Pad,1413,Discharge
S25523,V17068,2023-08-19,AC,6447,Overheating
S25524,V18623,2024-08-29,Suspension,11061,Wear & Tear
S25525,V11222,2022-02-27,Battery,14812,Leakage
S25526,V16569,2024-04-09,Engine,14127,Leakage
S25527,V16407,2022-09-09,Transmission,3529,Malfunction
S25528,V12924,2022-02-02,Suspension,2006,Overheating
S25529,V17115,2024-01-28,AC,7070,Overheating
S25530,V18513,2024-03-20,Brake Pad,9175,Leakage
S25531,V13912,2024-04-02,Transmission,8450,Discharge
S25532,V13084,2022-09-29,Brake Pad,10772,Malfunction
S25533,V12568,2024-06-05,Battery,11142,Malfunction
S25534,V11569,2023-08-24,Transmission,-4276,Overheating
S25535,V10249,2022-08-06,Suspension,11286,Malfunction
S25536,V18153,2024-03-04,Engine,5636,Wear & Tear
S25537,V11255,2023-04-23,Battery,9275,Discharge
S25538,V15826,2022-07-04,Suspension,7429,Malfunction
S25539,V14457,2024-05-03,Engine,12944,Malfunction
S25540,V10283,2023-09-07,Engine,3617,Leakage
S25541,V17397,2023-06-18,AC,4955,Leakage
S25542,V16013,2023-12-29,Transmission,5933,Overheating
S25543,V17633,2023-02-03,Battery,11192,Discharge
S25544,V11286,2022-04-16,Battery,6828,Discharge
S25545,V13908,2024-02-01,AC,4372,Malfunction
S25546,V18567,2023-12-21,Brake Pad,8881,Malfunction
S25547,V16588,2023-03-23,Battery,12410,Malfunction
S25548,V14939,2024-09-03,AC,6480,Overheating
S25549,V11208,2022-09-26,Suspension,2935,Leakage
S25550,V10401,2022-07-05,Engine,9268,Discharge
S25551,V12513,2022-09-07,,11039,Wear & Tear
S25552,V16227,2024-04-16,AC,11911,Leakage
S25553,V11236,2022-08-25,Suspension,4171,Overheating
S25554,V12378,2022-04-15,Brake Pad,7943,Discharge
S25555,V15854,2023-07-29,Transmission,7027,Discharge
S25556,V18855,2022-06-22,Suspension,4237,Wear & Tear
S25557,V12792,2024-09-21,Suspension,8011,Malfunction
S25558,V16313,2022-12-17,Brake Pad,-1909,Overheating
S25559,V18985,2023-01-19,Engine,10141,Discharge
S25560,V13663,2022-07-19,Battery,4722,Leakage
S25561,V18719,2022-05-07,Brake Pad,3651,Discharge
S25562,V13378,2023-10-25,Suspension,4241,Malfunction
S25563,V13876,2022-09-02,AC,4824,Malfunction
S25564,V10147,2023-01-31,Brake Pad,5430,Overheating
S25565,V14406,2024-07-24,Suspension,11579,Leakage
S25566,V11471,2022-03-17,Suspension,8003,Wear & Tear
S25567,V11773,2023-11-17,AC,1485,Wear & Tear
S25568,V11944,2024-09-22,AC,1093,Overheating
S25569,V14426,2022-05-18,Transmission,5897,Overheating
S25570,V14169,2024-04-17,AC,2789,Overheating
S25571,V15022,2024-09-22,Suspension,14753,Wear & Tear
S25572,V11387,2023-06-03,Transmission,14473,Wear & Tear
S25573,V19903,2024-07-20,Suspension,10059,Leakage
S25574,V15935,2023-03-19,Brake Pad,9301,Leakage
S25575,V14467,2022-09-11,Battery,8329,Wear & Tear
S25576,V16355,2022-10-22,Brake Pad,14405,Malfunction
S25577,V13162,2023-01-09,Transmission,4117,Wear & Tear
S25578,V14184,2024-01-22,Brake Pad,4272,Discharge
S25579,V19322,2022-11-06,Transmission,4619,Overheating
S25580,V13395,2023-08-03,AC,8263,Wear & Tear
S25581,V11028,2022-06-23,Brake Pad,7702,Discharge
S25582,V11127,2023-07-04,Engine,14247,Leakage
S25583,V14649,2023-01-20,Transmission,10844,Discharge
S25584,V16998,2022-11-13,Suspension,13575,Discharge
S25585,V15612,2024-04-26,Suspension,-4306,Discharge
S25586,V11858,2024-08-01,Brake Pad,1541,Wear & Tear
S25587,V14027,2024-04-05,Engine,8535,Overheating
S25588,V17250,2024-04-03,Battery,6781,Leakage
S25589,V14425,2023-07-22,Transmission,14818,Malfunction
S25590,V17447,2023-05-26,Brake Pad,1381,Discharge
S25591,V17674,2023-11-23,Transmission,2178,Wear & Tear
S25592,V19839,2022-08-17,Suspension,6568,Overheating
S25593,V10919,2022-05-28,AC,5714,Malfunction
S25594,V19347,2022-01-05,Transmission,8460,Malfunction
S25595,V16179,2023-06-01,Battery,3926,Discharge
S25596,V14538,2023-04-25,AC,10018,Overheating
S25597,V15710,2024-04-17,Suspension,8176,Wear & Tear
S25598,V10522,2024-03-12,Transmission,7605,Malfunction
S25599,V17248,2024-02-12,Battery,10408,Overheating
S25600,V18773,2024-07-09,AC,5227,Overheating
S25601,V18270,2024-01-30,Transmission,14022,Discharge
S25602,V19212,2023-10-19,Suspension,6420,Leakage
S25603,V19661,2023-01-19,Transmission,2806,Discharge
S25604,V11400,2023-01-20,Battery,3782,Malfunction
S25605,V17200,2024-05-27,Suspension,7185,Wear & Tear
S25606,V14750,2024-02-26,Battery,4643,Discharge
S25607,V14532,2023-05-20,AC,1267,Wear & Tear
S25608,V15432,2024-08-13,Brake Pad,13356,Overheating
S25609,V11394,2022-12-13,AC,12855,Wear & Tear
S25610,V18553,2024-05-10,Suspension,13339,Overheating
S25611,V14756,2023-07-28,AC,12729,Wear & Tear
S25612,V16229,2024-06-06,Transmission,11456,Malfunction
S25613,V11994,2022-02-24,Battery,1172,Overheating
S25614,V14579,2022-03-04,Brake Pad,11243,Discharge
S25615,V15841,2023-01-22,Brake Pad,5024,Discharge
S25616,V12717,2024-01-03,,2150,Overheating
S25617,V15919,2023-09-14,Suspension,13899,Malfunction
S25618,V14599,2022-11-17,AC,1397,Discharge
S25619,V15066,2022-11-10,Brake Pad,4301,Leakage
S25620,V12117,2022-10-07,Suspension,10150,Discharge
S25621,V10889,2023-06-16,Engine,4608,Wear & Tear
S25622,V13849,2023-10-30,Transmission,9926,Malfunction
S25623,V12716,2023-12-04,Transmission,11420,Overheating
S25624,V19896,2023-10-07,Brake Pad,8442,Wear & Tear
S25625,V15156,2023-04-23,AC,11070,Discharge
S25626,V16477,2022-04-02,AC,12299,Discharge
S25627,V10359,2023-11-28,Suspension,3043,Malfunction
S25628,V17072,2022-06-21,Suspension,1536,Discharge
S25629,V11320,2023-01-21,Engine,12464,Leakage
S25630,V10673,2022-01-02,Battery,1167,Discharge
S25631,V17184,2022-07-15,Brake Pad,-3457,Leakage
S25632,V15193,2022-02-14,Battery,-1373,Discharge
S25633,V18592,2023-06-16,AC,9192,Leakage
S25634,V11864,2023-01-23,Battery,8572,Wear & Tear
S25635,V18891,2022-03-30,Engine,3180,Wear & Tear
S25636,V14225,2022-08-21,Battery,6378,Leakage
S25637,V13073,2023-02-03,Suspension,-124,Overheating
S25638,V11071,2023-12-29,Transmission,5898,Leakage
S25639,V17790,2024-08-18,AC,10943,Malfunction
S25640,V15660,2022-11-28,AC,1758,Discharge
S25641,V11332,2022-03-11,Brake Pad,11263,Discharge
S25642,V14415,2024-08-13,Battery,7218,Discharge
S25643,V14967,2022-03-01,Suspension,10102,Overheating
S25644,V17799,2022-06-19,AC,14923,Leakage
S25645,V15252,2022-09-08,Suspension,2398,Leakage
S25646,V13100,2024-03-27,Suspension,10998,Malfunction
S25647,V19008,2023-05-07,Engine,10672,Wear & Tear
S25648,V13931,2023-09-05,Brake Pad,3043,Malfunction
S25649,V14363,2024-02-03,Transmission,9285,Discharge
S25650,V12110,2022-05-17,Transmission,8639,Overheating
S25651,V14247,2022-02-07,Engine,3441,Leakage
S25652,V18993,2024-07-09,Transmission,6099,Leakage
S25653,V19292,2024-06-14,Battery,12109,Leakage
S25654,V17875,2023-03-07,Transmission,6031,Malfunction
S25655,V10418,2023-03-06,Engine,13834,Discharge
S25656,V12980,2023-09-24,AC,8603,Discharge
S25657,V14311,2022-12-17,Transmission,8069,Malfunction
S25658,V11331,2023-03-16,Battery,14569,Wear & Tear
S25659,V15556,2023-06-13,Transmission,11468,Overheating
S25660,V19648,2023-10-20,Battery,6085,Overheating
S25661,V15298,2022-10-30,Engine,13521,Overheating
S25662,V16279,2022-10-25,Transmission,1928,Malfunction
S25663,V16305,2024-02-05,Engine,14806,Leakage
S25664,V17430,2023-05-31,AC,13884,Discharge
S25665,V16273,2022-05-17,Engine,4153,Leakage
S25666,V14469,2022-12-31,Engine,2187,Wear & Tear
S25667,V11078,2024-09-24,Engine,6743,Leakage
S25668,V10399,2023-11-13,Engine,3058,Malfunction
S25669,V16320,2024-03-19,AC,1840,Discharge
S25670,V15613,2022-05-28,Suspension,5111,Leakage
S25671,V16694,2024-06-04,AC,5633,Discharge
S25672,V12376,2022-02-05,Engine,11964,Wear & Tear
S25673,V14919,2022-05-25,Battery,3154,Wear & Tear
S25674,V13704,2022-08-04,AC,1715,Discharge
S25675,V19564,2023-12-24,Suspension,8142,Malfunction
S25676,V19399,2022-10-07,Brake Pad,12485,Wear & Tear
S25677,V10184,2024-06-12,AC,14260,Malfunction
S25678,V14589,2024-01-08,AC,14214,Malfunction
S25679,V11600,2023-02-22,Engine,1052,Leakage
S25680,V11034,2023-01-22,Suspension,11339,Overheating
S25681,V17663,2023-10-28,Battery,2384,Discharge
S25682,V11141,2022-10-12,Transmission,2059,Wear & Tear
S25683,V19064,2022-07-26,Engine,10552,Wear & Tear
S25684,V16828,2022-11-12,Brake Pad,6525,Malfunction
S25685,V16688,2024-09-14,Suspension,4654,Leakage
S25686,V15715,2022-03-16,Engine,7337,Overheating
S25687,V12932,2022-01-31,Battery,5767,Leakage
S25688,V15848,2023-05-29,AC,11154,Malfunction
S25689,V16673,2022-02-08,Engine,5387,Overheating
S25690,V15759,2023-12-15,Engine,4996,Wear & Tear
S25691,V14087,2024-01-13,Engine,11895,Discharge
S25692,V18685,2024-09-17,Suspension,6250,Discharge
S25693,V14007,2023-06-01,Suspension,14472,Malfunction
S25694,V12709,2022-10-21,Suspension,5229,Wear & Tear
S25695,V14948,2024-02-29,Engine,9238,Malfunction
S25696,V18597,2022-12-29,AC,14831,Malfunction
S25697,V10726,2024-06-25,Engine,13544,Discharge
S25698,V10872,2022-04-16,Brake Pad,13817,Malfunction
S25699,V17483,2023-04-21,Suspension,3658,Overheating
S25700,V11522,2023-10-10,Transmission,2344,Wear & Tear
S25701,V18652,2024-08-30,Transmission,1114,Overheating
S25702,V11019,2023-09-02,Suspension,6487,Discharge
S25703,V15770,2022-01-26,Engine,9901,Leakage
S25704,V16998,2024-01-13,Transmission,12603,Malfunction
S25705,V18716,2022-11-08,Engine,7298,Wear & Tear
S25706,V16845,2023-03-23,Engine,10224,Discharge
S25707,V13729,2022-05-18,Battery,-3616,Malfunction
S25708,V11604,2024-04-18,Transmission,6712,Wear & Tear
S25709,V14823,2024-07-18,Suspension,6642,Wear & Tear
S25710,V18319,2023-12-19,Battery,-760,Malfunction
S25711,V13339,2023-08-28,Engine,7426,Leakage
S25712,V17574,2022-05-04,Transmission,5534,Overheating
S25713,V15612,2024-05-31,Transmission,8961,Wear & Tear
S25714,V12935,2022-02-09,Engine,6173,Malfunction
S25715,V12512,2022-10-31,AC,8923,Wear & Tear
S25716,V17287,2024-08-03,AC,11347,Leakage
S25717,V10615,2023-08-20,Transmission,6675,Malfunction
S25718,V18559,2023-02-01,Engine,12003,Leakage
S25719,V16520,2023-12-22,Engine,14353,Overheating
S25720,V10763,2022-07-27,Brake Pad,10229,Leakage
S25721,V12247,2022-03-28,AC,2074,Discharge
S25722,V11401,2024-03-12,Engine,1748,Leakage
S25723,V15665,2024-06-26,Battery,1875,Discharge
S25724,V14328,2023-03-16,AC,6494,Discharge
S25725,V17467,2023-02-24,Suspension,11835,Leakage
S25726,V12242,2022-02-07,Engine,6342,Leakage
S25727,V12842,2024-07-31,AC,5398,Malfunction
S25728,V10555,2022-03-09,Transmission,10977,Malfunction
S25729,V11647,2024-01-30,AC,12265,Malfunction
S25730,V14585,2023-11-01,Engine,14312,Leakage
S25731,V12523,2023-06-26,Engine,14262,Leakage
S25732,V13643,2023-02-24,Engine,7661,Leakage
S25733,V19997,2022-08-13,Battery,7188,Discharge
S25734,V16407,2022-08-16,Transmission,10199,Leakage
S25735,V10174,2022-08-23,Engine,13616,Wear & Tear
S25736,V19522,2024-05-17,AC,4268,Leakage
S25737,V12317,2024-03-13,Battery,6170,Leakage
S25738,V10261,2022-11-26,Engine,12617,Leakage
S25739,V17135,2022-08-12,Suspension,11275,Wear & Tear
S25740,V16120,2023-07-25,Battery,9184,Malfunction
S25741,V10020,2024-02-16,AC,3119,Malfunction
S25742,V12464,2022-12-25,Transmission,14633,Discharge
S25743,V16899,2022-09-08,Engine,5258,Malfunction
S25744,V15920,2024-09-04,Suspension,13859,Overheating
S25745,V15485,2024-06-19,Engine,12872,Malfunction
S25746,V16112,2023-05-06,Transmission,1355,Malfunction
S25747,V11621,2022-07-15,Transmission,5793,Wear & Tear
S25748,V19286,2022-10-26,Brake Pad,4674,Discharge
S25749,V18727,2024-04-25,Brake Pad,14399,Wear & Tear
S25750,V10389,2023-06-17,Brake Pad,8442,Wear & Tear
S25751,V19036,2022-11-21,Engine,8796,Malfunction
S25752,V10612,2022-08-15,Engine,11385,Leakage
S25753,V18025,2022-07-04,Engine,7556,Overheating
S25754,V10800,2022-12-10,Transmission,14010,Malfunction
S25755,V14768,2024-09-02,Suspension,1673,Overheating
S25756,V14069,2022-08-09,Suspension,3883,Leakage
S25757,V10749,2022-09-29,Engine,11449,Discharge
S25758,V12710,2022-01-22,Transmission,7373,Leakage
S25759,V17423,2022-11-18,Battery,7079,Discharge
S25760,V10455,2022-10-03,Brake Pad,6012,Discharge
S25761,V17576,2022-03-29,AC,13565,Overheating
S25762,V13720,2022-10-15,Battery,4442,Overheating
S25763,V17244,2024-06-22,Engine,7944,Leakage
S25764,V19332,2022-06-16,Transmission,14312,Wear & Tear
S25765,V15560,2023-09-17,Engine,12605,Malfunction
S25766,V19950,2023-03-16,AC,2591,Discharge
S25767,V11948,2022-06-14,Suspension,13911,Wear & Tear
S25768,V19801,2022-02-04,Suspension,3207,Malfunction
S25769,V15812,2022-04-13,Battery,5527,Leakage
S25770,V16475,2022-11-16,AC,13542,Leakage
S25771,V18115,2022-04-26,Battery,8926,Discharge
S25772,V18028,2022-04-05,Suspension,1358,Overheating
S25773,V13035,2022-05-03,Transmission,7525,Malfunction
S25774,V17414,2022-12-18,Suspension,6941,Overheating
S25775,V13430,2023-06-29,Engine,8196,Overheating
S25776,V18597,2022-10-22,Suspension,5762,Malfunction
S25777,V14627,2024-05-17,Battery,13422,Wear & Tear
S25778,V17916,2024-05-21,Battery,2414,Leakage
S25779,V19747,2024-08-18,Engine,5945,Malfunction
S25780,V10346,2022-06-22,Brake Pad,11164,Leakage
S25781,V16892,2022-06-22,Battery,11939,Overheating
S25782,V13266,2024-01-28,Engine,6613,Discharge
S25783,V14275,2022-07-21,Battery,7594,Discharge
S25784,V19900,2023-10-14,Brake Pad,4946,Malfunction
S25785,V16472,2023-11-21,Battery,2759,Discharge
S25786,V17264,2023-06-11,Suspension,2664,Malfunction
S25787,V15464,2023-01-23,AC,13234,Wear & Tear
S25788,V11892,2023-11-14,Battery,10081,Malfunction
S25789,V12234,2024-06-10,AC,14841,Overheating
S25790,V13420,2023-06-26,Battery,7042,Malfunction
S25791,V13965,2022-03-28,Transmission,7426,Wear & Tear
S25792,V19830,2024-05-16,Suspension,2529,Malfunction
S25793,V16073,2024-07-05,Battery,13956,Overheating
S25794,V13839,2023-06-09,Transmission,13243,Malfunction
S25795,V13443,2023-11-14,Engine,7379,Wear & Tear
S25796,V17879,2022-12-31,Transmission,7729,Wear & Tear
S25797,V18091,2022-09-22,Brake Pad,1646,Overheating
S25798,V19910,2022-07-02,Brake Pad,3925,Overheating
S25799,V19426,2022-04-11,AC,11074,Malfunction
S25800,V10194,2022-01-11,Battery,5273,Malfunction
S25801,V14964,2022-04-22,Battery,3176,Wear & Tear
S25802,V17854,2024-08-06,Suspension,10939,Overheating
S25803,V18528,2024-03-10,Suspension,2998,Leakage
S25804,V14548,2022-07-31,AC,14665,Overheating
S25805,V11944,2024-07-05,Suspension,9268,Overheating
S25806,V15693,2024-02-19,AC,8415,Leakage
S25807,V15459,2022-06-30,Transmission,9908,Leakage
S25808,V15964,2022-01-10,Brake Pad,10202,Leakage
S25809,V16654,2024-05-15,Engine,5559,Discharge
S25810,V18560,2022-10-24,AC,14526,Discharge
S25811,V14489,2022-12-29,AC,5524,Overheating
S25812,V15625,2024-07-12,Battery,13820,Overheating
S25813,V16755,2023-06-25,Transmission,11730,Overheating
S25814,V10329,2023-08-04,AC,12123,Leakage
S25815,V13966,2022-06-26,AC,3838,Malfunction
S25816,V12536,2024-09-27,Suspension,14997,Malfunction
S25817,V13926,2024-02-08,Brake Pad,2624,Discharge
S25818,V12463,2022-04-18,Suspension,10219,Overheating
S25819,V14356,2022-01-28,Battery,4488,Malfunction
S25820,V10042,2022-06-26,Battery,13672,Leakage
S25821,V12557,2022-08-21,Suspension,4370,Discharge
S25822,V11534,2023-02-18,Brake Pad,9671,Malfunction
S25823,V15619,2022-12-10,Suspension,13424,Discharge
S25824,V17686,2024-08-18,Suspension,5014,Overheating
S25825,V14509,2024-02-25,Transmission,11819,Discharge
S25826,V17177,2023-09-26,AC,4158,Leakage
S25827,V13356,2022-12-10,Suspension,2477,Malfunction
S25828,V16942,2023-10-12,Suspension,11312,Wear & Tear
S25829,V15291,2024-05-20,Battery,9382,Discharge
S25830,V13936,2022-07-25,Engine,7942,Wear & Tear
S25831,V11333,2024-04-18,AC,7475,Discharge
S25832,V12961,2024-03-20,Battery,1024,Discharge
S25833,V14756,2024-09-03,AC,3086,Wear & Tear
S25834,V17627,2023-08-04,Brake Pad,12400,Wear & Tear
S25835,V16036,2023-09-07,Suspension,13931,Overheating
S25836,V13889,2023-05-16,Suspension,14990,Wear & Tear
S25837,V19543,2023-06-13,Suspension,5101,Leakage
S25838,V15482,2023-05-26,Suspension,9616,Wear & Tear
S25839,V14378,2023-05-19,,-1589,Leakage
S25840,V14460,2023-07-02,AC,14211,Leakage
S25841,V18159,2024-05-04,Engine,12663,Wear & Tear
S25842,V18617,2024-07-06,Suspension,13599,Wear & Tear
S25843,V12734,2024-02-25,Brake Pad,1978,Wear & Tear
